,game_id,team,home_away,pts_scored_last_5_games,pts_scored_season,pts_conceded_last_5_games,pts_conceded_season,totalyYds_gained_last_5,totalyYds_gained_season,passing_yds_gained_last_5,passing_yds_gained_season,rushing_yds_gained_last_5,rushing_yds_gained_season,totalyYds_allowed_last_5,totalyYds_allowed_season,passing_yds_allowed_last_5,passing_yds_allowed_season,rushing_yds_allowed_last_5,rushing_yds_allowed_season,penalty_yds_awarded_last_5,penalty_yds_awarded_season,penalty_yds_conceded_last_5,penalty_yds_conceded_season,first_downs_gained_last_5,first_downs_gained_season,first_downs_conceded_last_5,first_downs_conceded_season,turnovers_won_last_5,turnovers_won_season,turnovers_conceded_last_5,turnovers_conceded_season,opp_team,opp_pts_scored_last_5_games,opp_pts_scored_season,opp_pts_conceded_last_5_games,opp_pts_conceded_season,opp_totalyYds_gained_last_5,opp_totalyYds_gained_season,opp_passing_yds_gained_last_5,opp_passing_yds_gained_season,opp_rushing_yds_gained_last_5,opp_rushing_yds_gained_season,opp_totalyYds_allowed_last_5,opp_totalyYds_allowed_season,opp_passing_yds_allowed_last_5,opp_passing_yds_allowed_season,opp_rushing_yds_allowed_last_5,opp_rushing_yds_allowed_season,opp_penalty_yds_awarded_last_5,opp_penalty_yds_awarded_season,opp_penalty_yds_conceded_last_5,opp_penalty_yds_conceded_season,opp_first_downs_gained_last_5,opp_first_downs_gained_season,opp_first_downs_conceded_last_5,opp_first_downs_conceded_season,opp_turnovers_won_last_5,opp_turnovers_won_season,opp_turnovers_conceded_last_5,opp_turnovers_conceded_season
154,57055,MIN,home,14.0,19.444444444444443,22.25,16.88888888888889,302.0,302.3333333333333,233.25,232.55555555555554,68.75,69.77777777777777,335.25,308.77777777777777,214.25,211.77777777777777,121.0,97.0,38.75,56.333333333333336,41.25,44.0,19.25,18.22222222222222,18.75,18.444444444444443,1.5,2.0,1.25,0.6666666666666666,ARI,19.25,22.444444444444443,14.75,17.77777777777778,405.5,382.0,303.75,270.77777777777777,101.75,111.22222222222223,279.25,295.1111111111111,202.0,195.11111111111111,77.25,100.0,51.75,48.888888888888886,78.25,68.22222222222223,24.75,23.11111111111111,14.0,16.555555555555557,1.0,1.7777777777777777,1.5,1.7777777777777777
155,57056,NYG,home,23.25,20.22222222222222,19.0,20.444444444444443,330.0,340.8888888888889,267.5,266.6666666666667,62.5,74.22222222222223,360.75,359.3333333333333,274.25,267.22222222222223,86.5,92.11111111111111,49.25,56.666666666666664,64.25,60.77777777777778,17.75,19.0,18.75,20.0,1.75,1.1111111111111112,2.0,2.0,CHI,14.0,15.666666666666666,22.25,23.88888888888889,316.0,347.3333333333333,205.75,248.44444444444446,110.25,98.88888888888889,335.25,341.44444444444446,261.5,242.66666666666666,73.75,98.77777777777777,72.25,62.111111111111114,50.25,54.77777777777778,17.25,18.666666666666668,22.25,20.88888888888889,1.0,0.8888888888888888,1.5,1.4444444444444444
156,57057,LA,home,14.25,15.444444444444445,16.75,19.22222222222222,337.75,308.0,254.25,225.44444444444446,83.5,82.55555555555556,280.5,327.22222222222223,200.75,223.88888888888889,79.75,103.33333333333333,67.25,71.33333333333333,40.25,52.22222222222222,19.25,17.444444444444443,16.5,20.22222222222222,0.5,1.3333333333333333,1.5,1.5555555555555556,MIA,29.0,22.666666666666668,21.75,22.88888888888889,384.75,340.8888888888889,204.5,220.55555555555554,180.25,120.33333333333333,318.75,364.6666666666667,217.5,235.88888888888889,101.25,128.77777777777777,94.5,76.11111111111111,54.0,57.888888888888886,21.75,17.77777777777778,19.5,21.22222222222222,2.0,1.3333333333333333,0.25,1.3333333333333333
157,57058,SF,home,19.0,20.77777777777778,35.75,31.444444444444443,335.0,310.77777777777777,217.75,191.22222222222223,117.25,119.55555555555556,504.5,429.55555555555554,282.25,249.22222222222223,222.25,180.33333333333334,65.25,46.888888888888886,49.75,55.111111111111114,17.5,18.333333333333332,27.75,23.11111111111111,1.75,1.6666666666666667,2.25,2.0,NE,31.75,26.77777777777778,22.25,18.11111111111111,385.25,381.0,292.25,268.55555555555554,93.0,112.44444444444444,382.0,361.6666666666667,262.75,260.6666666666667,119.25,101.0,68.0,61.77777777777778,68.75,57.77777777777778,23.5,21.555555555555557,21.25,21.0,0.25,1.0,1.0,0.8888888888888888
158,57059,SEA,home,22.8,21.444444444444443,20.8,17.555555555555557,329.4,341.8888888888889,264.0,264.22222222222223,65.4,77.66666666666667,398.0,339.3333333333333,288.0,242.55555555555554,110.0,96.77777777777777,66.2,70.55555555555556,59.4,56.666666666666664,18.0,18.555555555555557,25.6,20.88888888888889,1.2,1.1111111111111112,0.2,0.7777777777777778,PHI,22.2,25.11111111111111,21.8,17.77777777777778,328.0,343.8888888888889,209.0,225.11111111111111,119.0,118.77777777777777,368.0,323.0,245.6,222.44444444444446,122.4,100.55555555555556,65.4,68.55555555555556,62.4,53.55555555555556,18.8,20.11111111111111,19.4,18.11111111111111,1.8,1.7777777777777777,1.6,1.1111111111111112
159,57060,WAS,home,24.25,23.555555555555557,21.75,23.22222222222222,461.25,408.3333333333333,313.25,294.55555555555554,148.0,113.77777777777777,332.25,365.22222222222223,235.5,250.0,96.75,115.22222222222223,59.0,59.22222222222222,66.0,75.33333333333333,26.25,23.22222222222222,22.0,23.0,0.75,1.3333333333333333,1.25,1.3333333333333333,GB,25.0,24.77777777777778,30.2,26.0,383.2,355.8888888888889,288.4,253.44444444444446,94.8,102.44444444444444,356.2,338.8888888888889,236.8,253.55555555555554,119.4,85.33333333333333,55.8,53.0,62.8,74.11111111111111,25.2,22.666666666666668,20.6,19.333333333333332,1.2,1.1111111111111112,1.8,1.5555555555555556
160,57061,OAK,home,25.75,27.22222222222222,21.5,24.77777777777778,406.5,398.22222222222223,274.5,273.3333333333333,132.0,124.88888888888889,329.75,398.77777777777777,224.0,284.0,105.75,114.77777777777777,103.5,88.88888888888889,75.0,71.0,23.5,21.88888888888889,18.0,20.77777777777778,1.25,1.6666666666666667,0.75,0.6666666666666666,HOU,19.75,17.88888888888889,21.0,20.88888888888889,306.75,309.0,160.75,187.33333333333334,146.0,121.66666666666667,338.75,317.44444444444446,216.5,196.77777777777777,122.25,120.66666666666667,53.0,49.111111111111114,62.0,62.22222222222222,19.0,18.22222222222222,20.0,17.88888888888889,0.75,0.8888888888888888,1.0,1.4444444444444444
161,57062,DET,home,20.25,23.1,18.0,22.5,305.25,331.9,239.5,252.2,65.75,79.7,327.25,358.7,227.25,253.7,100.0,105.0,48.5,64.4,37.0,54.9,17.5,19.9,21.0,21.2,1.5,1.0,0.75,0.8,MIN,17.2,20.5,22.6,17.6,285.0,293.8,215.6,223.8,69.4,70.0,326.2,306.9,202.4,206.1,123.8,100.8,45.6,58.0,52.2,49.2,18.6,18.0,19.8,19.0,1.6,2.0,1.2,0.7
162,57063,DAL,home,31.5,28.5,20.0,18.7,430.5,413.1,280.5,256.4,150.0,156.7,332.25,347.9,259.5,264.0,72.75,83.9,66.25,54.9,62.25,48.9,25.5,24.6,20.25,20.9,0.25,1.0,0.5,0.7,WAS,28.0,25.4,22.75,23.3,466.75,419.0,338.5,301.5,128.25,117.5,378.5,371.1,284.25,259.0,94.25,112.1,50.25,57.3,52.25,73.7,25.0,23.0,23.75,22.6,1.25,1.4,1.0,1.2
163,57064,IND,home,25.75,26.3,24.75,27.3,345.25,356.6,258.5,260.8,86.75,95.8,377.25,398.0,271.0,284.9,106.25,113.1,70.25,67.4,53.0,70.0,21.0,21.4,22.75,23.4,0.5,0.8,1.25,1.1,PIT,21.0,23.8,23.0,21.5,353.25,364.2,272.25,268.0,81.0,96.2,316.75,363.6,229.25,267.9,87.5,95.7,73.5,64.9,71.0,62.2,21.5,20.6,17.75,19.7,1.5,1.2,0.5,1.0
164,57065,ATL,home,30.25,32.0,29.25,28.3,379.25,416.6,278.25,309.0,101.0,107.6,395.25,385.8,278.75,282.7,116.5,103.1,54.25,62.0,61.0,56.7,22.0,22.6,24.5,23.9,1.25,1.1,0.75,0.8,ARI,18.25,22.6,21.5,19.0,379.0,372.8,286.25,259.2,92.75,113.6,276.0,287.3,189.0,190.1,87.0,97.2,59.75,53.6,75.75,68.7,23.75,23.2,15.25,16.5,0.75,1.7,2.0,1.8
165,57066,BAL,home,20.5,19.9,18.0,18.7,320.75,336.5,251.75,249.6,69.0,86.9,295.75,295.2,210.0,219.1,85.75,76.1,81.5,72.9,51.0,68.5,17.5,19.3,17.25,16.1,1.5,1.7,1.5,1.4,CIN,22.5,19.9,20.25,22.6,384.5,372.7,236.0,259.4,148.5,113.3,397.75,372.1,251.5,248.7,146.25,123.4,50.0,47.9,57.75,58.9,23.25,21.8,23.75,21.1,1.5,1.3,1.5,1.1
166,57067,BUF,home,22.75,25.3,28.0,21.5,352.5,343.3,207.75,185.6,144.75,157.7,347.25,346.0,233.75,236.4,113.5,109.6,79.75,73.3,83.0,63.3,22.75,20.2,22.75,21.4,0.5,1.4,0.5,0.6,JAX,18.4,19.3,27.6,26.5,355.0,337.5,250.8,249.8,104.2,87.7,318.4,319.9,200.8,209.6,117.6,110.3,63.2,75.8,73.4,63.7,22.0,20.7,17.2,19.2,0.4,0.7,2.6,2.2
167,57068,CHI,home,14.0,15.7,23.5,23.7,297.5,344.1,187.0,245.8,110.5,98.3,338.25,340.2,252.75,241.1,85.5,99.1,60.5,59.9,46.5,52.8,16.0,18.5,22.0,20.7,0.5,0.8,1.75,1.4,TEN,32.2,25.545454545454547,29.6,25.0,403.0,382.90909090909093,267.6,241.36363636363637,135.4,141.54545454545453,399.4,358.27272727272725,303.0,266.1818181818182,96.4,92.0909090909091,64.6,65.0,98.0,85.0909090909091,22.8,21.09090909090909,24.6,20.181818181818183,1.0,1.0,0.8,1.1818181818181819
168,57069,CLE,home,14.2,16.727272727272727,29.8,29.545454545454547,266.8,311.09090909090907,195.0,218.0909090909091,71.8,93.0,416.8,409.45454545454544,241.8,265.54545454545456,175.0,143.9090909090909,33.0,48.63636363636363,47.2,55.45454545454545,17.0,17.818181818181817,25.2,23.727272727272727,0.6,0.9090909090909091,1.8,1.5454545454545454,NYG,22.0,20.4,17.25,20.0,303.5,339.7,225.0,262.7,78.5,77.0,341.75,354.9,256.5,262.7,85.25,92.2,28.25,54.5,46.5,58.7,17.75,19.0,17.5,19.7,2.0,1.1,1.25,1.8
169,57070,HOU,home,18.25,18.1,22.0,21.5,291.75,313.5,154.25,191.6,137.5,121.9,322.0,318.2,232.5,206.6,89.5,111.6,63.5,54.3,56.75,58.1,18.0,18.6,19.25,17.7,0.75,0.9,1.25,1.5,SD,29.75,29.2,30.75,27.8,412.5,379.1,292.75,276.1,119.75,103.0,360.0,361.9,266.75,274.4,93.25,87.5,50.5,43.9,63.25,63.1,26.75,22.8,19.25,20.3,2.0,1.9,2.25,2.2
170,57071,MIA,home,25.0,21.8,20.5,21.6,326.25,330.8,177.0,212.7,149.25,118.1,301.0,350.8,206.5,224.8,94.5,126.0,91.5,76.8,55.25,59.1,20.0,17.7,18.75,20.3,1.75,1.3,0.5,1.3,SF,19.25,20.4,32.0,31.3,334.75,309.6,220.25,189.8,114.5,119.8,492.75,431.0,305.75,251.6,187.0,179.4,69.25,49.0,42.0,53.6,18.5,18.5,27.5,23.6,1.25,1.5,2.0,1.8
171,57072,NO,home,26.0,28.5,23.6,28.6,430.6,422.1,298.2,316.8,132.4,105.3,346.2,382.8,259.8,280.7,86.4,102.1,39.6,56.2,47.8,53.7,26.2,25.0,19.0,22.1,1.4,1.5,1.8,1.5,LA,9.75,14.9,12.5,18.7,297.5,299.8,207.75,215.4,89.75,84.4,253.0,318.5,170.0,215.7,83.0,102.8,69.25,71.2,45.5,55.3,16.5,16.9,15.75,19.9,0.75,1.3,1.5,1.5
172,57073,TB,home,28.2,23.5,23.4,25.9,396.2,366.0,272.2,259.7,124.0,106.3,397.2,381.7,271.6,267.4,125.6,114.3,70.8,63.0,73.8,69.0,23.4,22.3,22.4,21.1,2.2,1.7,1.0,1.6,SEA,22.8,21.9,19.0,17.3,350.6,351.6,269.2,266.5,81.4,85.1,387.2,336.2,265.0,237.8,122.2,98.4,69.8,68.3,55.8,55.8,17.2,18.5,25.2,20.8,1.2,1.2,0.2,0.7
173,57074,DEN,home,24.75,23.9,20.25,18.9,326.75,324.7,231.0,227.3,95.75,97.4,352.5,318.0,212.25,194.3,140.25,123.7,60.5,60.7,41.0,57.9,17.75,19.3,21.0,19.4,2.25,2.0,1.75,1.5,KC,22.6,22.2,17.0,18.7,315.6,333.8,228.6,235.9,87.0,97.9,394.4,373.8,268.6,252.6,125.8,121.2,44.0,45.2,52.2,44.3,17.4,18.9,23.8,21.0,2.2,2.3,0.6,1.0
174,57075,OAK,home,30.0,27.2,20.0,24.3,416.25,390.9,293.0,275.5,123.25,115.4,316.75,394.3,225.75,278.6,91.0,115.7,102.5,82.1,97.75,74.0,23.5,21.3,18.0,20.9,1.75,1.7,0.5,0.7,CAR,20.75,24.4,17.5,24.6,289.25,352.3,202.0,244.8,87.25,107.5,326.5,353.5,256.25,271.7,70.25,81.8,43.25,53.9,72.5,64.7,18.5,21.1,21.5,20.4,1.5,1.4,0.75,1.9
175,57076,NYJ,home,21.0,17.9,20.0,24.4,341.5,335.5,190.0,219.4,151.5,116.1,301.5,345.9,217.5,261.0,84.0,84.9,42.5,49.1,46.5,49.3,18.0,18.6,17.25,20.0,1.25,0.9,1.25,2.0,NE,30.5,27.1,22.25,18.0,387.0,387.3,271.0,269.0,116.0,118.3,367.5,355.4,247.75,252.3,119.75,103.1,64.25,59.6,74.25,58.8,24.25,22.2,21.25,20.9,0.25,0.9,1.0,0.8
176,57077,PHI,home,21.2,24.1,21.6,18.6,341.8,340.3,219.0,222.1,122.8,118.2,357.2,334.6,250.4,228.9,106.8,105.7,52.2,66.5,57.0,53.0,20.4,20.1,17.8,18.1,1.6,1.6,2.0,1.2,GB,26.6,24.7,32.6,27.6,393.6,362.7,297.6,262.1,96.0,100.6,374.4,356.5,263.0,264.6,111.4,91.9,63.0,53.6,58.8,70.7,24.2,22.3,20.0,19.5,0.8,1.0,1.4,1.6
177,57078,MIN,home,17.8,19.818181818181817,21.6,17.454545454545453,289.8,294.90909090909093,222.6,223.8181818181818,67.2,71.0909090909091,340.0,307.0,217.6,206.8181818181818,122.4,100.18181818181819,42.4,56.36363636363637,44.8,46.18181818181818,18.4,17.90909090909091,20.4,18.90909090909091,0.8,1.8181818181818181,0.6,0.7272727272727273,DAL,31.4,28.727272727272727,21.2,19.363636363636363,415.0,407.6363636363636,262.4,250.36363636363637,152.6,157.27272727272728,366.8,362.1818181818182,297.4,280.8181818181818,69.4,81.36363636363636,58.0,52.18181818181818,55.8,47.18181818181818,25.2,24.545454545454547,21.2,21.272727272727273,0.2,0.9090909090909091,0.4,0.6363636363636364
178,57079,ATL,home,32.25,32.54545454545455,25.75,27.454545454545453,372.75,411.45454545454544,275.25,303.09090909090907,97.5,108.36363636363636,371.75,380.90909090909093,260.25,281.90909090909093,111.5,99.0,42.5,58.45454545454545,72.5,57.0,23.75,23.09090909090909,23.75,23.818181818181817,1.0,1.0909090909090908,0.75,0.8181818181818182,KC,23.2,22.90909090909091,18.2,19.454545454545453,305.0,328.27272727272725,223.8,231.72727272727272,81.2,96.54545454545455,394.6,382.0,264.8,260.54545454545456,129.8,121.45454545454545,52.2,47.54545454545455,56.6,49.09090909090909,18.0,19.272727272727273,22.6,21.0,2.0,2.1818181818181817,0.6,0.9090909090909091
179,57080,BAL,home,21.25,19.818181818181817,15.0,18.09090909090909,343.0,336.27272727272725,246.75,246.8181818181818,96.25,89.45454545454545,290.75,297.90909090909093,228.0,222.9090909090909,62.75,75.0,90.0,72.54545454545455,48.5,63.63636363636363,18.75,19.0,18.75,16.636363636363637,1.5,1.7272727272727273,1.0,1.3636363636363635,MIA,25.75,22.636363636363637,20.25,21.818181818181817,302.25,333.27272727272725,193.25,217.27272727272728,109.0,116.0,353.0,362.09090909090907,227.0,230.0,126.0,132.0909090909091,73.0,73.63636363636364,60.25,59.63636363636363,18.25,17.818181818181817,21.0,20.727272727272727,2.25,1.3636363636363635,0.5,1.1818181818181819
180,57081,CHI,home,16.75,16.181818181818183,23.75,24.0,353.0,350.1818181818182,236.0,252.1818181818182,117.0,98.0,330.5,343.3636363636364,233.5,239.72727272727272,97.0,103.63636363636364,45.5,58.81818181818182,62.0,58.72727272727273,19.0,19.09090909090909,18.5,20.454545454545453,0.25,0.7272727272727273,1.75,1.4545454545454546,SF,21.0,20.727272727272727,31.25,31.272727272727273,385.25,324.6363636363636,262.5,198.1818181818182,122.75,126.45454545454545,454.0,424.3636363636364,305.5,252.63636363636363,148.5,171.72727272727272,77.75,50.45454545454545,33.0,52.54545454545455,19.75,19.09090909090909,25.5,23.181818181818183,1.0,1.3636363636363635,1.75,1.8181818181818181
181,57082,CIN,home,17.75,19.181818181818183,20.75,22.272727272727273,326.0,368.3636363636364,229.25,259.54545454545456,96.75,108.81818181818181,393.25,368.6363636363636,263.25,246.0,130.0,122.63636363636364,46.25,44.90909090909091,66.25,59.81818181818182,23.0,21.818181818181817,22.25,20.636363636363637,1.25,1.2727272727272727,1.75,1.1818181818181819,PHI,19.6,23.09090909090909,25.0,19.363636363636363,352.4,335.90909090909093,233.6,221.0909090909091,118.8,114.81818181818181,378.2,339.3636363636364,275.2,236.54545454545453,103.0,102.81818181818181,50.0,64.27272727272727,56.0,52.81818181818182,21.4,20.09090909090909,19.2,18.727272727272727,0.8,1.4545454545454546,1.4,1.1818181818181819
182,57083,GB,home,26.8,24.90909090909091,33.2,26.272727272727273,389.8,364.90909090909093,299.6,266.72727272727275,90.2,98.18181818181819,395.0,350.6363636363636,281.2,259.72727272727275,113.8,90.9090909090909,62.0,53.36363636363637,45.6,68.0909090909091,22.8,22.545454545454547,21.4,19.545454545454547,0.6,1.0,1.2,1.4545454545454546,HOU,19.25,17.636363636363637,20.5,21.454545454545453,312.25,317.09090909090907,181.25,195.9090909090909,131.0,121.18181818181819,310.75,316.72727272727275,252.0,209.1818181818182,58.75,107.54545454545455,74.25,54.63636363636363,55.5,59.90909090909091,20.0,18.90909090909091,19.0,17.727272727272727,1.0,0.9090909090909091,1.75,1.7272727272727273
183,57084,JAX,home,19.4,19.454545454545453,26.6,26.636363636363637,346.4,334.1818181818182,226.6,237.8181818181818,119.8,96.36363636363636,315.8,318.45454545454544,191.0,204.27272727272728,124.8,114.18181818181819,50.8,74.36363636363636,56.2,60.72727272727273,22.2,20.636363636363637,16.0,18.818181818181817,0.4,0.6363636363636364,2.0,2.0,DEN,24.75,24.181818181818183,25.5,19.90909090909091,356.0,337.3636363636364,276.75,237.54545454545453,79.25,99.81818181818181,353.0,313.90909090909093,227.0,193.9090909090909,126.0,120.0,64.0,64.0,55.0,59.09090909090909,18.25,19.454545454545453,23.25,19.727272727272727,1.75,1.8181818181818181,2.0,1.4545454545454546
184,57085,NE,home,29.25,26.636363636363637,22.5,17.90909090909091,390.75,386.3636363636364,287.0,270.54545454545456,103.75,115.81818181818181,357.0,353.3636363636364,244.75,253.8181818181818,112.25,99.54545454545455,58.0,55.54545454545455,69.5,59.45454545454545,25.5,22.545454545454547,21.0,20.454545454545453,0.5,1.0,0.5,0.7272727272727273,LA,12.5,15.454545454545455,20.5,21.454545454545453,273.0,295.0,184.5,212.0,88.5,83.0,333.75,340.0,207.5,227.54545454545453,126.25,112.45454545454545,74.0,70.36363636363636,48.5,54.36363636363637,14.75,16.545454545454547,19.25,20.545454545454547,0.75,1.2727272727272727,1.0,1.5454545454545454
185,57086,NO,home,31.6,30.363636363636363,22.4,27.90909090909091,449.0,434.1818181818182,295.6,319.45454545454544,153.4,114.72727272727273,330.4,370.45454545454544,252.6,271.3636363636364,77.8,99.0909090909091,33.6,55.18181818181818,54.2,54.45454545454545,26.2,25.181818181818183,17.6,21.272727272727273,1.8,1.5454545454545454,1.6,1.4545454545454546,DET,19.25,22.454545454545453,17.0,21.636363636363637,296.25,329.72727272727275,230.5,248.72727272727272,65.75,81.0,299.25,353.90909090909093,212.25,251.0,87.0,102.9090909090909,45.0,60.0,42.0,53.54545454545455,17.25,19.727272727272727,18.75,20.818181818181817,1.25,1.0,0.75,0.7272727272727273
186,57087,OAK,home,30.5,27.90909090909091,24.0,25.0,428.25,388.54545454545456,320.5,278.6363636363636,107.75,109.9090909090909,320.25,391.0,223.25,274.09090909090907,97.0,116.9090909090909,84.75,78.81818181818181,84.0,73.36363636363636,23.75,21.363636363636363,18.0,20.727272727272727,1.5,1.7272727272727273,1.0,0.8181818181818182,BUF,23.5,25.545454545454547,26.25,21.454545454545453,361.75,339.72727272727275,195.5,182.45454545454547,166.25,157.27272727272728,309.0,341.90909090909093,213.75,225.63636363636363,95.25,116.27272727272727,76.25,69.45454545454545,69.0,63.0,22.5,19.727272727272727,21.25,21.272727272727273,0.5,1.2727272727272727,0.5,0.5454545454545454
187,57088,ARI,home,21.5,22.272727272727273,29.5,20.727272727272727,351.25,369.09090909090907,277.0,260.54545454545456,74.25,108.54545454545455,301.75,293.90909090909093,198.75,195.0,103.0,98.9090909090909,63.5,54.18181818181818,59.0,64.54545454545455,23.75,23.181818181818183,19.5,17.545454545454547,1.0,1.6363636363636365,2.25,1.7272727272727273,WAS,30.25,25.454545454545453,25.5,24.0,488.5,426.8181818181818,379.75,314.90909090909093,108.75,111.9090909090909,380.75,369.45454545454544,269.25,252.72727272727272,111.5,116.72727272727273,52.75,54.81818181818182,51.0,69.27272727272727,24.75,23.181818181818183,25.0,22.727272727272727,1.25,1.2727272727272727,0.5,1.0909090909090908
188,57089,PIT,home,24.0,24.181818181818183,18.0,20.181818181818183,351.75,364.6363636363636,257.25,263.72727272727275,94.5,100.9090909090909,303.75,358.72727272727275,228.5,263.45454545454544,75.25,95.27272727272727,69.0,65.0909090909091,63.5,57.45454545454545,21.25,20.181818181818183,17.0,19.545454545454547,1.5,1.2727272727272727,0.25,0.9090909090909091,NYG,24.5,21.0,18.0,19.363636363636363,319.5,335.72727272727275,224.0,256.27272727272725,95.5,79.45454545454545,341.25,353.8181818181818,260.0,264.72727272727275,81.25,89.0909090909091,45.0,58.63636363636363,44.5,56.54545454545455,17.75,18.454545454545453,17.75,19.818181818181817,1.75,1.2727272727272727,1.25,1.7272727272727273
189,57090,SD,home,26.75,28.454545454545453,26.5,26.454545454545453,381.5,372.09090909090907,264.5,272.3636363636364,117.0,99.72727272727273,351.75,361.09090909090907,262.5,271.1818181818182,89.25,89.9090909090909,66.5,47.0,60.25,62.63636363636363,24.75,22.363636363636363,19.5,20.454545454545453,2.75,2.090909090909091,2.0,2.090909090909091,TB,24.2,22.636363636363637,21.0,24.0,361.2,363.45454545454544,263.4,256.09090909090907,97.8,107.36363636363636,391.6,369.27272727272725,272.6,253.8181818181818,119.0,115.45454545454545,68.8,63.45454545454545,73.0,65.18181818181819,21.8,22.0,21.6,20.636363636363637,2.2,1.8181818181818181,1.2,1.6363636363636365
190,57091,SEA,home,22.6,20.363636363636363,20.6,17.0,348.2,341.90909090909093,251.8,253.0,96.4,88.9090909090909,366.2,336.3636363636364,246.8,236.1818181818182,119.4,100.18181818181819,57.2,64.54545454545455,60.4,56.90909090909091,18.2,18.272727272727273,24.4,20.636363636363637,1.6,1.2727272727272727,0.8,0.9090909090909091,CAR,23.0,25.09090909090909,21.0,25.545454545454547,303.0,352.8181818181818,207.4,243.36363636363637,95.6,109.45454545454545,334.2,354.54545454545456,267.0,275.1818181818182,67.2,79.36363636363636,48.0,55.09090909090909,67.2,63.0,18.6,20.90909090909091,21.6,20.545454545454547,1.6,1.4545454545454546,1.0,1.9090909090909092
191,57092,NYJ,home,19.25,17.818181818181817,21.5,24.181818181818183,338.5,335.27272727272725,210.0,223.9090909090909,128.5,111.36363636363636,334.5,348.72727272727275,229.25,263.27272727272725,105.25,85.45454545454545,52.75,50.63636363636363,41.5,46.18181818181818,18.0,18.363636363636363,21.0,20.545454545454547,0.5,0.8181818181818182,1.25,2.0,IND,19.0,24.545454545454547,25.25,27.363636363636363,317.25,352.3636363636364,228.0,257.0,89.25,95.36363636363636,386.75,395.3636363636364,274.5,279.09090909090907,112.25,116.27272727272727,40.0,62.18181818181818,60.25,69.72727272727273,19.0,21.09090909090909,20.25,22.727272727272727,0.25,0.7272727272727273,1.75,1.1818181818181819
192,57093,KC,home,23.0,23.416666666666668,21.0,20.166666666666668,298.4,333.3333333333333,210.2,234.58333333333334,88.2,98.75,422.8,385.0,288.4,263.0,134.4,122.0,69.8,54.25,53.6,47.5,17.4,19.083333333333332,25.4,21.916666666666668,1.8,2.0833333333333335,0.8,0.9166666666666666,OAK,32.5,28.75,24.0,24.916666666666668,371.5,389.4166666666667,261.0,277.0833333333333,110.5,112.33333333333333,348.25,390.25,223.75,265.4166666666667,124.5,124.83333333333333,51.0,77.66666666666667,86.25,73.33333333333333,23.0,21.583333333333332,19.5,21.0,2.0,1.75,0.75,0.75
193,57094,BUF,home,23.25,25.416666666666668,25.5,22.833333333333332,363.25,343.25,185.75,181.41666666666666,177.5,161.83333333333334,319.5,346.6666666666667,207.5,228.5,112.0,118.16666666666667,73.5,69.75,56.25,63.166666666666664,22.25,20.083333333333332,21.5,21.5,0.5,1.1666666666666667,1.0,0.6666666666666666,PIT,24.0,24.166666666666668,17.2,19.666666666666668,359.2,366.6666666666667,260.2,264.4166666666667,99.0,102.25,289.8,348.3333333333333,218.4,256.3333333333333,71.4,92.0,78.2,69.25,55.6,54.666666666666664,21.0,20.166666666666668,16.8,19.25,1.6,1.3333333333333333,0.6,1.0
194,57095,CAR,home,18.4,23.583333333333332,25.0,26.75,287.4,346.0,202.2,238.25,85.2,107.75,373.0,369.5,262.6,276.75,110.4,92.75,52.6,55.75,57.0,60.833333333333336,17.6,20.333333333333332,23.0,21.25,1.4,1.4166666666666667,1.2,1.9166666666666667,SD,27.25,27.833333333333332,26.75,26.583333333333332,371.75,368.5833333333333,255.75,267.25,116.0,101.33333333333333,358.0,360.0833333333333,262.75,270.9166666666667,95.25,89.16666666666667,64.75,46.833333333333336,57.75,60.333333333333336,24.0,22.0,20.75,20.416666666666668,2.25,2.0,1.75,2.0833333333333335
195,57096,CLE,home,9.75,16.416666666666668,28.5,29.333333333333332,229.5,313.75,187.25,223.66666666666666,42.25,90.08333333333333,357.0,400.0,222.75,259.4166666666667,134.25,140.58333333333334,38.75,47.5,67.25,59.166666666666664,15.5,18.083333333333332,23.75,22.833333333333332,0.75,0.9166666666666666,2.0,1.6666666666666667,CIN,19.0,20.25,17.5,21.583333333333332,325.25,372.0,246.5,265.5833333333333,78.75,106.41666666666667,346.5,367.8333333333333,228.25,251.0,118.25,116.83333333333333,30.75,43.083333333333336,61.75,62.166666666666664,19.5,21.75,20.25,20.75,1.75,1.4166666666666667,1.75,1.25
196,57097,DET,home,23.0,22.916666666666668,15.25,20.916666666666668,329.5,337.4166666666667,257.0,256.0833333333333,72.5,81.33333333333333,324.25,355.1666666666667,251.0,256.6666666666667,73.25,98.5,36.0,58.25,50.5,56.0,18.5,20.083333333333332,18.75,20.75,1.75,1.1666666666666667,0.75,0.6666666666666666,CHI,18.25,17.0,22.75,22.5,333.75,348.1666666666667,220.75,246.5,113.0,101.66666666666667,302.75,327.0,184.75,220.25,118.0,106.75,50.5,57.25,86.0,62.666666666666664,19.0,19.083333333333332,17.25,19.583333333333332,0.25,0.6666666666666666,2.0,1.4166666666666667
