,game_id,team,home_away,pts_scored_last_5_games,pts_scored_season,pts_conceded_last_5_games,pts_conceded_season,totalyYds_gained_last_5,totalyYds_gained_season,passing_yds_gained_last_5,passing_yds_gained_season,rushing_yds_gained_last_5,rushing_yds_gained_season,totalyYds_allowed_last_5,totalyYds_allowed_season,passing_yds_allowed_last_5,passing_yds_allowed_season,rushing_yds_allowed_last_5,rushing_yds_allowed_season,penalty_yds_awarded_last_5,penalty_yds_awarded_season,penalty_yds_conceded_last_5,penalty_yds_conceded_season,first_downs_gained_last_5,first_downs_gained_season,first_downs_conceded_last_5,first_downs_conceded_season,turnovers_won_last_5,turnovers_won_season,turnovers_conceded_last_5,turnovers_conceded_season,opp_team,opp_pts_scored_last_5_games,opp_pts_scored_season,opp_pts_conceded_last_5_games,opp_pts_conceded_season,opp_totalyYds_gained_last_5,opp_totalyYds_gained_season,opp_passing_yds_gained_last_5,opp_passing_yds_gained_season,opp_rushing_yds_gained_last_5,opp_rushing_yds_gained_season,opp_totalyYds_allowed_last_5,opp_totalyYds_allowed_season,opp_passing_yds_allowed_last_5,opp_passing_yds_allowed_season,opp_rushing_yds_allowed_last_5,opp_rushing_yds_allowed_season,opp_penalty_yds_awarded_last_5,opp_penalty_yds_awarded_season,opp_penalty_yds_conceded_last_5,opp_penalty_yds_conceded_season,opp_first_downs_gained_last_5,opp_first_downs_gained_season,opp_first_downs_conceded_last_5,opp_first_downs_conceded_season,opp_turnovers_won_last_5,opp_turnovers_won_season,opp_turnovers_conceded_last_5,opp_turnovers_conceded_season,home_score,away_score,win,margin,total_pts,year,week
1001,55739,TB,home,18.8,25.28571429,28,24.92857143,347,358.9285714,248.8,244,98.2,114.9285714,380.4,393.9285714,291.4,310.1428571,89,83.78571429,59.6,57.14285714,49.8,55.14285714,19.4,18.57142857,22,21.42857143,1,1.714285714,1.8,1.214285714,STL,19.4,18.42857143,21,22.5,331.6,332.0714286,224.2,221.5714286,107.4,110.5,321.2,335,197.2,218.6428571,124,116.3571429,48.6,58.78571429,47.4,48.07142857,18.4,18.07142857,18.8,20.5,1.4,1.142857143,1.4,1.357142857,13,28,FALSE,15,41,2012,16
1002,55729,BAL,home,18.8,24.85714286,22.2,21.92857143,313.6,339.5714286,208.2,234.5714286,105.4,105,345.4,374.2142857,214.2,242.5,131.2,131.7142857,63,66.64285714,50.2,59.78571429,17.2,18.92857143,19,21.85714286,1.4,1.785714286,1.2,1.071428571,NYG,26.5,26.64285714,22,21.71428571,357.5,364.5714286,233.5,249.5714286,124,115,392,377.4285714,243.5,253.7142857,148.5,123.7142857,44.25,37.21428571,54,54,19.5,20.28571429,20,19.57142857,1.75,2.428571429,1.25,1.5,33,14,TRUE,19,47,2012,16
1003,55733,HOU,home,28.8,28.14285714,27.4,20,442.6,385.8571429,293.8,244.7857143,148.8,141.0714286,405.6,326.1428571,298.6,232.4285714,107,93.71428571,64.2,53.42857143,58.8,56.21428571,24.6,22.21428571,21.8,17.92857143,2,2,1,0.928571429,MIN,20.25,22.78571429,21.75,22,296.75,328.2857143,112.25,168.5714286,184.5,159.7142857,400.25,358.2142857,282.75,245,117.5,113.2142857,48.75,48.07142857,65,60.42857143,16.5,18.5,24,22.14285714,1.75,1.357142857,1.5,1.571428571,6,23,FALSE,17,29,2012,16
1004,55740,DEN,home,27.6,29.21428571,17,19.57142857,373,387.8571429,248.6,277.6428571,124.4,110.2142857,289.8,307.2142857,212,216.2142857,77.8,91,43.2,49.35714286,70,60.71428571,23.6,22.78571429,14,18.5,1.8,1.642857143,1,1.642857143,CLE,22.2,20,19.8,22.14285714,333.4,319.7142857,221.2,222.2142857,112.2,97.5,346.2,368,246.4,247.3571429,99.8,120.6428571,65.8,61.21428571,61,61.85714286,17.8,17.21428571,21,21.35714286,2.4,2,1.2,1.5,34,12,TRUE,22,46,2012,16
1005,55741,ARI,home,16,16,25.8,21.57142857,208,264.4285714,121.2,184.2142857,86.8,80.21428571,363,335.1428571,207.8,198.4285714,155.2,136.7142857,51.6,58.14285714,59.8,54.14285714,11.6,15.71428571,19,18.07142857,3.2,2.285714286,3,2.071428571,CHI,15.8,22.92857143,21.4,17.14285714,285,304.9285714,178.8,185.3571429,106.2,119.5714286,342.2,319.3571429,202.8,210.0714286,139.4,109.2857143,65.2,54.57142857,61.4,46.42857143,18.2,18.42857143,19,17.92857143,1.4,2.642857143,1.4,1.642857143,13,28,FALSE,15,41,2012,16
1006,55742,SEA,home,38,25,14.5,15.64285714,432.5,349.6428571,226,188.9285714,206.5,160.7142857,320,303.4285714,199.5,197.1428571,120.5,106.2857143,60.75,54.64285714,39.75,53.28571429,21.25,19.42857143,19,18.42857143,3,1.928571429,0.5,1.214285714,SF,28.8,25.5,18.2,15.57142857,354.6,361.7142857,204.6,198.8571429,150,162.8571429,294.6,293,211,201.8571429,83.6,91.14285714,69.6,62.64285714,57.8,48.5,18.6,20.35714286,19.2,17.92857143,1.8,1.571428571,1,1,42,13,TRUE,29,55,2012,16
1007,55743,NYJ,home,16,18.21428571,18.4,22.85714286,301.2,302.1428571,154.8,181.5,146.4,120.6428571,295.6,329.6428571,168.2,191.0714286,127.4,138.5714286,22.6,44.5,52.2,51.92857143,19.8,18.71428571,14.6,18.71428571,1.4,1.571428571,3.2,2.357142857,SD,18,21.35714286,24.2,22.28571429,262.4,308.8571429,191.6,215.7142857,70.8,93.14285714,376,338.4285714,253.6,241.0714286,122.4,97.35714286,55.6,48.78571429,49,49.35714286,16,18.85714286,22.8,20.07142857,1.6,1.785714286,1.4,1.857142857,17,27,FALSE,10,44,2012,16
1008,55745,BUF,home,17.2,21.06666667,25.4,28.4,328.6,343.7333333,188.6,202.9333333,140,140.8,320,364.9333333,186.6,218.2666667,133.4,146.6666667,54.8,56.13333333,37,43.2,18.2,19,20,22,1,1.266666667,2.4,2.2,NYJ,14,18.13333333,21.2,23.13333333,288.4,297,153,179.8,135.4,117.2,284,322.5333333,162,187.4,122,135.1333333,26.6,44.2,56.8,52,20,18.66666667,14.6,18.46666667,0.8,1.466666667,3.6,2.333333333,28,9,TRUE,19,37,2012,17
1009,55750,NE,home,34.2,35.26666667,21.2,22.06666667,416.8,426.1333333,299.2,292.4,117.6,133.7333333,364.8,381.4666667,246.2,275.7333333,118.6,105.7333333,50.8,52.06666667,66,61.46666667,26.4,27.73333333,20,21.6,2.4,2.6,1.8,1.066666667,MIA,20.2,19.2,16.8,19.26666667,325.8,314.9333333,176.6,199.1333333,149.2,115.8,326.8,351,207,246.8666667,119.8,104.1333333,42.8,47.6,67,66.93333333,19.8,18.06666667,18.2,19.46666667,1,1.066666667,0.8,1.6,28,0,TRUE,28,28,2012,17
1010,55746,CIN,home,24,24.53333333,13.2,20.2,321.2,342.2666667,188,229.0666667,133.2,113.2,260.8,317.7333333,194.6,216.3333333,66.2,101.4,59.8,54.46666667,53.6,44.8,18.4,18.86666667,15.8,18.93333333,2.6,1.933333333,1.8,1.733333333,BAL,22.8,25.4,23,21.4,380.2,352.4666667,239.4,239.5333333,140.8,112.9333333,320.4,361.6666667,202.6,234.2666667,117.8,127.4,67.8,68.33333333,52,59.26666667,19.8,19.33333333,17.8,21.13333333,0.8,1.666666667,1.2,1,23,17,TRUE,6,40,2012,17
1011,55753,PIT,home,19,20.8,22.8,20.26666667,323.2,340.9333333,247.6,243.6666667,75.6,97.26666667,300.4,272.8666667,217.6,185.4,82.8,87.46666667,46.6,58.66666667,65.4,53.53333333,17,19.26666667,18.2,16.93333333,1.4,1.066666667,3.6,2,CLE,20.6,19.46666667,22,22.93333333,317.8,313.9333333,211.2,216.8666667,106.6,97.06666667,373.6,373.9333333,262.8,253.4666667,110.8,120.4666667,53.8,61.73333333,59.4,63.33333333,18,17.4,20.8,21.86666667,2.4,1.933333333,1.2,1.466666667,24,10,TRUE,14,34,2012,17
1012,55748,IND,home,23.8,21.93333333,22.2,24.73333333,320,368.9333333,222.8,262.9333333,97.2,106,407,375.7333333,227,236.4,180,139.3333333,48.6,51.8,64.2,76.26666667,20,22.73333333,19.8,20.4,1.4,0.866666667,1.6,1.8,HOU,21.4,26.66666667,24.6,20.2,352,372.6,223.6,238.6666667,128.4,133.9333333,383,327.4,258.4,228.3333333,124.6,99.06666667,72.2,53.86666667,58.4,55.93333333,19,21.46666667,22.8,18.2,2,1.933333333,0.8,1,28,16,TRUE,12,44,2012,17
1013,55754,TEN,home,14.6,19.46666667,28,30.06666667,308.8,318.8666667,200.4,211.6666667,108.4,107.2,327,374.5333333,209.8,246.9333333,117.2,127.6,58.6,53.6,40.6,45.46666667,15.2,16.53333333,20.6,22.46666667,1.6,1.4,2.4,1.866666667,JAC,14.2,15.66666667,23.4,27.06666667,316.6,294.8,226.2,211.6666667,90.4,83.13333333,342.4,390.2666667,184.2,246,158.2,144.2666667,58.6,61.33333333,47.4,51.33333333,18.2,16.53333333,21.2,23.46666667,1.8,1.533333333,1.6,1.466666667,38,20,TRUE,18,58,2012,17
1014,55752,NYG,home,24,25.8,24.2,22.46666667,323.2,352.6666667,210.6,240.8666667,112.6,111.8,420.2,387.8,256.6,257.4,163.6,130.4,45.8,38.2,61.6,56.53333333,17.8,19.66666667,21,19.93333333,1.4,2.266666667,1,1.4,PHI,22.2,18.2,30,26.8,346.6,356.7333333,237,238.2666667,109.6,118.4666667,338.2,339.6,207.6,216.3333333,130.6,123.2666667,30.8,51.06666667,67.8,66.8,19.8,20.93333333,20,19,0.6,0.866666667,2.4,2.4,42,7,TRUE,35,49,2012,17
1015,55755,WAS,home,30.2,27.2,23.2,24.66666667,394,384.8,239.8,222.2,154.2,162.6,381.8,383.1333333,284.6,287.6666667,97.2,95.46666667,47.2,64,46.8,54,21.4,21.13333333,19.8,21.26666667,1.8,1.866666667,1,0.933333333,DAL,29.4,23.86666667,29.6,24.8,404.8,379.8666667,338,302.2,66.8,77.66666667,429.2,355.0666667,298,240.2666667,131.2,114.8,49.4,56.46666667,31.6,47.06666667,21,21.2,23.4,19.53333333,1,1.066666667,1.2,1.733333333,28,18,TRUE,10,46,2012,17
1016,55747,DET,home,22.4,23.2,33,27.4,439.2,414.2,330.8,311.4,108.4,102.8,357.6,337.5333333,236.8,221.6,120.8,115.9333333,53.8,61,44.2,50.2,24,24.13333333,19,19.06666667,1.2,1.133333333,2.2,1.933333333,CHI,20,23.26666667,17.6,16.86666667,315.8,304.4,196.2,182.6666667,119.6,121.7333333,320.8,314.6,200.2,210.6666667,120.6,103.9333333,56.6,51.73333333,56.4,45,18.8,18.2,18.4,17.73333333,2,2.666666667,1.2,1.6,24,26,FALSE,2,50,2012,17
1017,55749,MIN,home,20.8,22.8,18.6,20.93333333,306.4,329.4,124,168.7333333,182.4,160.6666667,357.6,346.8,256.8,238.8666667,100.8,107.9333333,49.4,48.33333333,64,60.4,17.6,18.73333333,21.4,21.4,1.8,1.4,1.4,1.533333333,GB,27.2,26.6,18.4,19.93333333,378.2,356.4,250.6,248.2666667,127.6,108.1333333,301,329.6,164.2,217.6666667,136.8,111.9333333,58.2,58.66666667,50.6,63.86666667,20.2,21.13333333,17.6,18.86666667,1.4,1.533333333,1.2,1,37,34,TRUE,3,71,2012,17
1018,55744,ATL,home,26.4,26.8,16.8,18.46666667,361.4,375.2,273.4,286.4,88,88.8,403,365.4666667,298.6,243.7333333,104.4,121.7333333,21,26.66666667,21.8,41.73333333,20.4,21.86666667,19.6,18.66666667,2.2,2,0.8,1.2,TB,16,24.46666667,29.4,25.13333333,352.2,363.6,271.4,251,80.8,112.6,371.2,386.6666667,283.8,302.5333333,87.4,84.13333333,50.6,53.66666667,44.4,55.73333333,19,18.86666667,21.2,20.93333333,1.2,1.733333333,2.2,1.466666667,17,22,FALSE,5,39,2012,17
1019,55751,NO,home,27.2,28.2,27.4,27.33333333,444.4,409,331,307.9333333,113.4,101.0666667,376.8,434.4666667,274.8,295.5333333,102,138.9333333,52.2,57.06666667,52.8,53.6,24.4,22,19,23.46666667,2.2,1.666666667,2.2,1.533333333,CAR,25.8,20.86666667,16.4,21.66666667,380.2,349.3333333,233,228.4,147.2,120.9333333,276.2,325.8666667,173.4,212.6666667,102.8,113.2,60.2,53.26666667,38,43.73333333,22.2,20,18.2,20.26666667,1.4,1.466666667,0.6,1.333333333,38,44,FALSE,6,82,2012,17
1020,55756,DEN,home,28.4,29.53333333,14.8,19.06666667,387.2,392.4666667,265.8,281.7333333,121.4,110.7333333,281,302.2666667,195.6,211.2666667,85.4,91,54,51.66666667,70.8,61.26666667,25.2,23.2,15.4,18.6,1.4,1.6,0.8,1.6,KC,11.2,13.86666667,20.6,25.8,311,332.8666667,141.4,179.1333333,169.6,153.7333333,355.6,347.6666667,214.2,214.4666667,141.4,133.2,45,46.73333333,49,42.66666667,15.4,18.53333333,19.4,17.86666667,0.4,0.8,1.2,2.466666667,38,3,TRUE,35,41,2012,17
1021,55757,SD,home,18.8,21.73333333,21.6,21.93333333,251.6,303.1333333,174,210.4,77.6,92.73333333,343.8,330.8666667,234.2,235.4,109.6,95.46666667,53.2,49.06666667,51,48.73333333,16.4,18.6,22.2,19.93333333,1.6,1.8,0.8,1.733333333,OAK,12.2,17.93333333,19.4,27.93333333,309,349.2666667,210,262.2666667,99,87,341.6,364.1333333,220.6,242.4666667,121,121.6666667,63.2,58.13333333,46.4,57.66666667,17.2,18.8,18.8,19.26666667,1.2,1.2,1.4,1.666666667,24,21,TRUE,3,45,2012,17
1022,55758,SF,home,25,24.66666667,25.2,17.33333333,346.2,358.4666667,204.4,201,141.8,157.4666667,335.2,296.5333333,233.4,199.7333333,101.8,96.8,71.2,62.33333333,55.8,48.26666667,18.4,20.13333333,21.2,18.2,1.6,1.533333333,1.4,1.066666667,ARI,14.8,15.8,26.8,22,222,263.3333333,156.8,186.5333333,65.2,76.8,351.6,332.6,177.6,194.8666667,174,137.7333333,48,55.93333333,55.2,51.33333333,13.2,15.66666667,18,17.86666667,2.2,2.2,3.4,2.133333333,27,13,TRUE,14,40,2012,17
1023,55759,SEA,home,38.8,26.13333333,14.2,15.46666667,415.2,349.4,214.8,187.6666667,200.4,161.7333333,318.6,304.0666667,205.8,199.4,112.8,104.6666667,57.6,54,43.4,53.6,21.4,19.6,18.6,18.33333333,2.8,1.933333333,0.6,1.2,STL,22.4,19.06666667,18.2,21.86666667,332.4,328.9333333,230,219.8666667,102.4,109.0666667,349.2,341.2666667,234,227.3333333,115.2,113.9333333,55.4,59.13333333,44.4,45.2,18.2,17.8,20,20.66666667,2.4,1.4,1.2,1.4,20,13,TRUE,7,33,2012,17
1024,55837,DEN,home,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,BAL,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,49,27,TRUE,22,76,2013,1
1025,55838,BUF,home,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NE,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,21,23,FALSE,2,44,2013,1
1026,55839,CAR,home,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,SEA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,12,FALSE,5,19,2013,1
1027,55840,CHI,home,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,CIN,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,24,21,TRUE,3,45,2013,1
1028,55841,CLE,home,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,MIA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,23,FALSE,13,33,2013,1
1029,55842,DET,home,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,MIN,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,34,24,TRUE,10,58,2013,1
1030,55843,IND,home,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,OAK,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,21,17,TRUE,4,38,2013,1
1031,55844,JAC,home,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,KC,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,28,FALSE,26,30,2013,1
1032,55846,NYJ,home,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,TB,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,18,17,TRUE,1,35,2013,1
1033,55845,NO,home,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,ATL,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,23,17,TRUE,6,40,2013,1
1034,55847,PIT,home,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,TEN,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,16,FALSE,7,25,2013,1
1035,55848,STL,home,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,ARI,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,27,24,TRUE,3,51,2013,1
1036,55849,SF,home,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,GB,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,34,28,TRUE,6,62,2013,1
1037,55850,DAL,home,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NYG,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,36,31,TRUE,5,67,2013,1
1038,55851,WAS,home,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,PHI,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,27,33,FALSE,6,60,2013,1
1039,55852,SD,home,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,HOU,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,28,31,FALSE,3,59,2013,1
1040,55853,NE,home,23,23,21,21,431,431,273,273,158,158,286,286,150,150,136,136,36,36,75,75,26,26,15,15,2,2,3,3,NYJ,18,18,17,17,304,304,214,214,90,90,250,250,185,185,65,65,45,45,102,102,22,22,12,12,1,1,2,2,13,10,TRUE,3,23,2013,2
1041,55854,ATL,home,17,17,23,23,367,367,279,279,88,88,419,419,341,341,78,78,19,19,57,57,18,18,18,18,1,1,2,2,STL,27,27,24,24,366,366,299,299,67,67,390,390,304,304,86,86,59,59,68,68,20,20,25,25,2,2,2,2,31,24,TRUE,7,55,2013,2
1042,55855,BAL,home,27,27,49,49,393,393,335,335,58,58,510,510,445,445,65,65,53,53,61,61,24,24,24,24,2,2,2,2,CLE,10,10,23,23,291,291,244,244,47,47,275,275,255,255,20,20,57,57,77,77,20,20,18,18,1,1,3,3,14,6,TRUE,8,20,2013,2
1043,55856,BUF,home,21,21,23,23,286,286,150,150,136,136,431,431,273,273,158,158,75,75,36,36,15,15,26,26,3,3,2,2,CAR,7,7,12,12,243,243,119,119,124,124,370,370,300,300,70,70,46,46,109,109,16,16,18,18,1,1,2,2,24,23,TRUE,1,47,2013,2
1044,55857,CHI,home,24,24,21,21,323,323,242,242,81,81,340,340,277,277,63,63,59,59,84,84,17,17,18,18,3,3,1,1,MIN,24,24,34,34,330,330,225,225,105,105,469,469,352,352,117,117,52,52,88,88,16,16,28,28,2,2,4,4,31,30,TRUE,1,61,2013,2
1045,55858,GB,home,28,28,34,34,385,385,322,322,63,63,494,494,404,404,90,90,44,44,85,85,23,23,23,23,0,0,2,2,WAS,27,27,33,33,382,382,308,308,74,74,445,445,180,180,265,265,75,75,65,65,25,25,26,26,2,2,3,3,38,20,TRUE,18,58,2013,2
1046,55859,HOU,home,31,31,28,28,449,449,329,329,120,120,263,263,183,183,80,80,73,73,55,55,26,26,14,14,1,1,1,1,TEN,16,16,9,9,229,229,117,117,112,112,195,195,163,163,32,32,60,60,47,47,17,17,14,14,2,2,0,0,30,24,TRUE,6,54,2013,2
1047,55860,IND,home,21,21,17,17,274,274,147,147,127,127,372,372,201,201,171,171,31,31,51,51,18,18,20,20,2,2,0,0,MIA,23,23,10,10,275,275,255,255,20,20,291,291,244,244,47,47,77,77,57,57,18,18,20,20,3,3,1,1,20,24,FALSE,4,44,2013,2
1048,55861,KC,home,28,28,2,2,291,291,171,171,120,120,178,178,107,107,71,71,20,20,30,30,17,17,12,12,2,2,0,0,DAL,36,36,31,31,331,331,244,244,87,87,478,478,428,428,50,50,40,40,52,52,22,22,21,21,6,6,1,1,17,16,TRUE,1,33,2013,2
1049,55862,PHI,home,33,33,27,27,445,445,180,180,265,265,382,382,308,308,74,74,65,65,75,75,26,26,25,25,3,3,2,2,SD,28,28,31,31,263,263,183,183,80,80,449,449,329,329,120,120,55,55,73,73,14,14,26,26,1,1,1,1,30,33,FALSE,3,63,2013,2
1050,55863,ARI,home,24,24,27,27,390,390,304,304,86,86,366,366,299,299,67,67,68,68,59,59,25,25,20,20,2,2,2,2,DET,34,34,24,24,469,469,352,352,117,117,330,330,225,225,105,105,88,88,52,52,28,28,16,16,4,4,2,2,25,21,TRUE,4,46,2013,2
1051,55864,TB,home,17,17,18,18,250,250,185,185,65,65,304,304,214,214,90,90,102,102,45,45,12,12,22,22,2,2,1,1,NO,23,23,17,17,419,419,341,341,78,78,367,367,279,279,88,88,57,57,19,19,18,18,18,18,2,2,1,1,14,16,FALSE,2,30,2013,2
1052,55865,NYG,home,31,31,36,36,478,478,428,428,50,50,331,331,244,244,87,87,52,52,40,40,21,21,22,22,1,1,6,6,DEN,49,49,27,27,510,510,445,445,65,65,393,393,335,335,58,58,61,61,53,53,24,24,24,24,2,2,2,2,23,41,FALSE,18,64,2013,2
1053,55866,OAK,home,17,17,21,21,372,372,201,201,171,171,274,274,147,147,127,127,51,51,31,31,20,20,18,18,0,0,2,2,JAC,2,2,28,28,178,178,107,107,71,71,291,291,171,171,120,120,30,30,20,20,12,12,17,17,0,0,2,2,19,9,TRUE,10,28,2013,2
1054,55867,SEA,home,12,12,7,7,370,370,300,300,70,70,243,243,119,119,124,124,109,109,46,46,18,18,16,16,2,2,1,1,SF,34,34,28,28,494,494,404,404,90,90,385,385,322,322,63,63,85,85,44,44,23,23,23,23,2,2,0,0,29,3,TRUE,26,32,2013,2
1055,55868,CIN,home,21,21,24,24,340,340,277,277,63,63,323,323,242,242,81,81,84,84,59,59,18,18,17,17,1,1,3,3,PIT,9,9,16,16,195,195,163,163,32,32,229,229,117,117,112,112,47,47,60,60,14,14,17,17,0,0,2,2,20,10,TRUE,10,30,2013,2
1056,55869,PHI,home,31.5,31.5,30,30,478,478,301,301,177,177,460.5,460.5,360.5,360.5,100,100,73.5,73.5,53.5,53.5,24,24,29,29,2.5,2.5,1.5,1.5,KC,22.5,22.5,9,9,302,302,185,185,117,117,248,248,194,194,54,54,32.5,32.5,28.5,28.5,18,18,16,16,2,2,0,0,16,26,FALSE,10,42,2013,3
1057,55870,BAL,home,20.5,20.5,27.5,27.5,344.5,344.5,266,266,78.5,78.5,384.5,384.5,319.5,319.5,65,65,47,47,47,47,21.5,21.5,18.5,18.5,1,1,1.5,1.5,HOU,30.5,30.5,26,26,450.5,450.5,304.5,304.5,146,146,255.5,255.5,156,156,99.5,99.5,56.5,56.5,62.5,62.5,25.5,25.5,14,14,0.5,0.5,1.5,1.5,30,9,TRUE,21,39,2013,3
1058,55871,CIN,home,20.5,20.5,17,17,373.5,373.5,278.5,278.5,95,95,300.5,300.5,238,238,62.5,62.5,84,84,44,44,20,20,15.5,15.5,1.5,1.5,1.5,1.5,GB,33,33,27,27,482.5,482.5,381.5,381.5,101,101,458,458,359,359,99,99,42,42,81.5,81.5,25.5,25.5,20.5,20.5,0.5,0.5,1.5,1.5,34,30,TRUE,4,64,2013,3
1059,55873,DAL,home,26,26,24,24,324.5,324.5,262.5,262.5,62,62,395.5,395.5,313.5,313.5,82,82,33.5,33.5,48.5,48.5,21,21,20,20,3,3,1.5,1.5,STL,25.5,25.5,27.5,27.5,393.5,393.5,325.5,325.5,68,68,391.5,391.5,330.5,330.5,61,61,56,56,60.5,60.5,22,22,22,22,1,1,1.5,1.5,31,7,TRUE,24,38,2013,3
1060,55879,MIA,home,23.5,23.5,15,15,336.5,336.5,276,276,60.5,60.5,369.5,369.5,279.5,279.5,90,90,38.5,38.5,35,35,19.5,19.5,21.5,21.5,2,2,1,1,ATL,24,24,23.5,23.5,380,380,318,318,62,62,420,420,346.5,346.5,73.5,73.5,36,36,55,55,18.5,18.5,21,21,1,1,1,1,27,23,TRUE,4,50,2013,3
1061,55874,MIN,home,27,27,32.5,32.5,340,340,226,226,114,114,440,440,317,317,123,123,38.5,38.5,61.5,61.5,17.5,17.5,26,26,3,3,3.5,3.5,CLE,8,8,18.5,18.5,275,275,219,219,56,56,285.5,285.5,226,226,59.5,59.5,45,45,59,59,16.5,16.5,18.5,18.5,1,1,1.5,1.5,27,31,FALSE,4,58,2013,3
1062,55880,NYJ,home,14,14,15,15,311,311,201.5,201.5,109.5,109.5,241,241,181.5,181.5,59.5,59.5,55.5,55.5,66,66,18.5,18.5,10.5,10.5,0.5,0.5,3,3,BUF,22.5,22.5,23,23,361,361,218.5,218.5,142.5,142.5,369.5,369.5,228,228,141.5,141.5,65,65,33,33,19.5,19.5,25.5,25.5,2,2,2,2,27,20,TRUE,7,47,2013,3
1063,55875,NE,home,18,18,15.5,15.5,331.5,331.5,225.5,225.5,106,106,302,302,169.5,169.5,132.5,132.5,33,33,70.5,70.5,17.5,17.5,15,15,3,3,1.5,1.5,TB,15.5,15.5,17,17,261.5,261.5,149,149,112.5,112.5,337.5,337.5,255,255,82.5,82.5,110,110,40,40,13,13,21.5,21.5,2,2,1.5,1.5,23,3,TRUE,20,26,2013,3
1064,55876,NO,home,19.5,19.5,15.5,15.5,395,395,318.5,318.5,76.5,76.5,320,320,196,196,124,124,46,46,68.5,68.5,19.5,19.5,16,16,2,2,1.5,1.5,ARI,24.5,24.5,24,24,369,369,282.5,282.5,86.5,86.5,344,344,286,286,58,58,54,54,80,80,24.5,24.5,18,18,1.5,1.5,1.5,1.5,31,7,TRUE,24,38,2013,3
1065,55877,TEN,home,20,20,19.5,19.5,238.5,238.5,123,123,115.5,115.5,323.5,323.5,221.5,221.5,102,102,65,65,43.5,43.5,15.5,15.5,19.5,19.5,2,2,0,0,SD,30.5,30.5,30.5,30.5,401,401,298,298,103,103,480,480,375.5,375.5,104.5,104.5,43.5,43.5,77.5,77.5,23.5,23.5,24,24,1,1,1.5,1.5,20,17,TRUE,3,37,2013,3
