,game_id,team,opp_team,home_away,home_score,away_score,win,margin,total_pts,year,week,pts_scored_last_5_games,pts_scored_season,pts_conceded_last_5_games,pts_conceded_season,totalyYds_gained_last_5,totalyYds_gained_season,passing_yds_gained_last_5,passing_yds_gained_season,rushing_yds_gained_last_5,rushing_yds_gained_season,totalyYds_allowed_last_5,totalyYds_allowed_season,passing_yds_allowed_last_5,passing_yds_allowed_season,rushing_yds_allowed_last_5,rushing_yds_allowed_season,penalty_yds_awarded_last_5,penalty_yds_awarded_season,penalty_yds_conceded_last_5,penalty_yds_conceded_season,first_downs_gained_last_5,first_downs_gained_season,first_downs_conceded_last_5,first_downs_conceded_season,turnovers_won_last_5,turnovers_won_season,turnovers_conceded_last_5,turnovers_conceded_season
306,54916,PIT,BAL,home,14,17,FALSE,3,31,2010,4,9.33333333,9.33333333,-2.66666667,-2.66666667,-12.6666667,-12.6666667,-73.6666667,-73.6666667,61,61,34.3333334,34.3333334,102.3333333,102.3333333,-68.00000003,-68.00000003,-21,-21,-33.33333333,-33.33333333,-5,-5,4,4,3,3,-1,-1
307,54918,TEN,DEN,home,20,26,FALSE,6,46,2010,4,5.66666667,5.66666667,-7.66666667,-7.66666667,-132.3333333,-132.3333333,-202.6666667,-202.6666667,70.3333333,70.3333333,-39.6666666,-39.6666666,-61.3333333,-61.3333333,21.66666667,21.66666667,22.66666667,22.66666667,20,20,-6.33333333,-6.33333333,0.33333333,0.33333333,0.666666667,0.666666667,1.333333334,1.333333334
308,54914,GB,DET,home,28,26,TRUE,2,54,2010,4,7.33333333,7.33333333,-10.33333333,-10.33333333,39,39,9.6666667,9.6666667,29.33333333,29.33333333,-152.3333333,-152.3333333,-120.6666667,-120.6666667,-31.6666667,-31.6666667,19.33333333,19.33333333,-40.66666667,-40.66666667,3,3,-6.66666667,-6.66666667,-1,-1,-1.333333334,-1.333333334
309,54911,ATL,SF,home,16,14,TRUE,2,30,2010,4,13,13,-13.66666667,-13.66666667,75,75,-7.3333333,-7.3333333,82.3333333,82.3333333,11,11,21,21,-10,-10,-5.33333334,-5.33333334,14.33333333,14.33333333,9,9,-2.33333333,-2.33333333,1.666666666,1.666666666,-1.333333333,-1.333333333
310,54915,NO,CAR,home,16,14,TRUE,2,30,2010,4,10.33333333,10.33333333,-4.33333334,-4.33333334,70.3333333,70.3333333,111.3333334,111.3333334,-41,-41,44.3333333,44.3333333,10.3333333,10.3333333,34,34,-14.66666667,-14.66666667,-18,-18,2.66666666,2.66666666,1.66666666,1.66666666,0,0,-3,-3
311,54917,STL,SEA,home,20,3,TRUE,17,23,2010,4,-5,-5,-2.66666667,-2.66666667,16,16,3,3,13,13,-6.3333333,-6.3333333,-72.3333334,-72.3333334,66.00000003,66.00000003,33.33333333,33.33333333,16.33333334,16.33333334,5.33333333,5.33333333,-1,-1,0.333333334,0.333333334,0,0
312,54919,JAC,IND,home,31,28,TRUE,3,59,2010,4,-16.33333334,-16.33333334,7.33333334,7.33333334,-135,-135,-165.3333333,-165.3333333,30.33333337,30.33333337,27.3333333,27.3333333,53.3333333,53.3333333,-26,-26,-2.66666667,-2.66666667,14.66666667,14.66666667,-4.33333333,-4.33333333,0.66666666,0.66666666,-0.333333333,-0.333333333,1.666666666,1.666666666
313,54920,OAK,HOU,home,24,31,FALSE,7,55,2010,4,-8.33333334,-8.33333334,-0.66666667,-0.66666667,-55.6666667,-55.6666667,-56.3333334,-56.3333334,0.6666667,0.6666667,-162.3333333,-162.3333333,-241,-241,78.66666667,78.66666667,54.33333334,54.33333334,32.33333333,32.33333333,-3.33333333,-3.33333333,-5.33333333,-5.33333333,1.333333334,1.333333334,0,0
314,54921,PHI,WAS,home,12,17,FALSE,5,29,2010,4,9,9,-1.66666666,-1.66666666,27.6666667,27.6666667,-37.3333334,-37.3333334,64.99999997,64.99999997,-114.6666667,-114.6666667,-142.3333334,-142.3333334,27.6666667,27.6666667,24.66666667,24.66666667,-34,-34,0.66666666,0.66666666,-5.66666667,-5.66666667,0.333333334,0.333333334,-0.333333334,-0.333333334
315,54922,SD,ARI,home,41,10,TRUE,31,51,2010,4,8,8,-5.33333334,-5.33333334,170.6666666,170.6666666,170.6666667,170.6666667,0,0,-105,-105,-50,-50,-54.99999997,-54.99999997,-49,-49,-46,-46,6.66666666,6.66666666,-10.33333333,-10.33333333,0.666666667,0.666666667,-0.333333333,-0.333333333
316,54923,NYG,CHI,home,17,3,TRUE,14,20,2010,4,-3.66666667,-3.66666667,11.33333333,11.33333333,19,19,-24,-24,43,43,-13,-13,-110,-110,97.00000003,97.00000003,19.33333334,19.33333334,-14.66666667,-14.66666667,1.66666667,1.66666667,-0.66666667,-0.66666667,-0.666666667,-0.666666667,1.666666666,1.666666666
317,54924,MIA,NE,home,14,41,FALSE,27,55,2010,4,-12.66666667,-12.66666667,-10.33333333,-10.33333333,-51.3333334,-51.3333334,-40,-40,-11.3333333,-11.3333333,-68.6666666,-68.6666666,-67,-67,-1.6666667,-1.6666667,-20.66666667,-20.66666667,17.33333333,17.33333333,-3.33333334,-3.33333334,-5.66666667,-5.66666667,0,0,-0.333333333,-0.333333333
318,54926,BUF,JAC,home,26,36,FALSE,10,62,2010,5,-2.5,-2.5,3.5,3.5,-55.25,-55.25,-33.5,-33.5,-21.75,-21.75,-22,-22,-95,-95,73,73,-11.25,-11.25,-21.25,-21.25,-5,-5,-0.5,-0.5,-1.5,-1.5,-0.25,-0.25
319,54925,BAL,DEN,home,31,17,TRUE,14,48,2010,5,-6.5,-6.5,-7.5,-7.5,-88,-88,-117.25,-117.25,29.25,29.25,-87,-87,-102.75,-102.75,15.75,15.75,-11,-11,20,20,-3.5,-3.5,-3.5,-3.5,-1,-1,1,1
320,54931,IND,KC,home,19,9,TRUE,10,28,2010,5,6.58333333,6.58333333,10.33333333,10.33333333,89,89,174.1666667,174.1666667,-85.1666667,-85.1666667,54,54,-20.5,-20.5,74.5,74.5,12.5,12.5,-9.33333333,-9.33333333,8.41666667,8.41666667,5.75,5.75,0.166666667,0.166666667,0,0
321,54933,WAS,GB,home,16,13,TRUE,3,29,2010,5,-8.25,-8.25,1.5,1.5,7,7,3.5,3.5,3.5,3.5,102.5,102.5,120,120,-17.5,-17.5,-13,-13,15,15,-2,-2,6.5,6.5,-0.25,-0.25,-1.25,-1.25
322,54930,DET,STL,home,44,6,TRUE,38,50,2010,5,1.25,1.25,13.5,13.5,22.25,22.25,37.25,37.25,-15,-15,28.25,28.25,10,10,18.25,18.25,-3,-3,7.5,7.5,-0.75,-0.75,2,2,0.25,0.25,0.75,0.75
323,54927,CAR,CHI,home,6,23,FALSE,17,29,2010,5,-5.75,-5.75,4.75,4.75,-31,-31,-65.5,-65.5,34.5,34.5,2,2,-34.5,-34.5,36.5,36.5,8.5,8.5,-14,-14,-1,-1,2,2,-0.75,-0.75,1.25,1.25
324,54928,CIN,TB,home,21,24,FALSE,3,45,2010,5,3.08333333,3.08333333,-0.16666667,-0.16666667,61.75,61.75,66.0833333,66.0833333,-4.33333333,-4.33333333,-35.75,-35.75,-1.9166667,-1.9166667,-33.8333333,-33.8333333,8.91666667,8.91666667,2.66666667,2.66666667,5.5,5.5,2,2,-0.416666667,-0.416666667,0.166666667,0.166666667
325,54929,CLE,ATL,home,10,20,FALSE,10,30,2010,5,-6.25,-6.25,4.25,4.25,-68.75,-68.75,-40.5,-40.5,-28.25,-28.25,24.25,24.25,11.75,11.75,12.5,12.5,7.5,7.5,2.75,2.75,-8,-8,1.75,1.75,-1,-1,0.25,0.25
326,54932,HOU,NYG,home,10,34,FALSE,24,44,2010,5,9,9,3.5,3.5,46.5,46.5,8,8,38.5,38.5,151,151,198,198,-47,-47,-24.25,-24.25,-8.75,-8.75,4.75,4.75,7.5,7.5,-1.25,-1.25,-2,-2
327,54934,ARI,NO,home,30,20,TRUE,10,50,2010,5,-5.25,-5.25,11.5,11.5,-95,-95,-120.75,-120.75,25.75,25.75,53.5,53.5,37,37,16.5,16.5,42.75,42.75,19,19,-5.5,-5.5,6.25,6.25,0,0,2,2
328,54935,DAL,TEN,home,27,34,FALSE,7,61,2010,5,-6.5,-6.5,0.66666667,0.66666667,106.1666667,106.1666667,159.4166667,159.4166667,-53.25,-53.25,-3.4166667,-3.4166667,4.6666667,4.6666667,-8.08333333,-8.08333333,-22.66666667,-22.66666667,-40,-40,7.41666667,7.41666667,-0.66666667,-0.66666667,-0.75,-0.75,-1.166666667,-1.166666667
329,54936,OAK,SD,home,35,27,TRUE,8,62,2010,5,-9.25,-9.25,9,9,-96.5,-96.5,-104,-104,7.5,7.5,70.25,70.25,-11.5,-11.5,81.75,81.75,32.75,32.75,42.25,42.25,-0.75,-0.75,5,5,-1.5,-1.5,-0.5,-0.5
330,54937,SF,PHI,home,24,27,FALSE,3,51,2010,5,-10.75,-10.75,6,6,-65.75,-65.75,-12.5,-12.5,-53.25,-53.25,30.75,30.75,59.25,59.25,-28.5,-28.5,-30.75,-30.75,6.5,6.5,-2.5,-2.5,-0.25,-0.25,-0.5,-0.5,1.75,1.75
331,54938,NYJ,MIN,home,29,20,TRUE,9,49,2010,5,12.16666667,12.16666667,2.58333333,2.58333333,11.1666667,11.1666667,-13.25,-13.25,24.4166667,24.4166667,31.6666667,31.6666667,44.25,44.25,-12.58333333,-12.58333333,5.5,5.5,16.25,16.25,0.16666667,0.16666667,3.33333333,3.33333333,0.583333333,0.583333333,-2.416666667,-2.416666667
332,54940,GB,MIA,home,20,23,FALSE,3,43,2010,6,7.3,7.3,-5.2,-5.2,2.9,2.9,3.65,3.65,-0.75,-0.75,18.15,18.15,30.9,30.9,-12.75,-12.75,31.5,31.5,8.85,8.85,-0.7,-0.7,1.1,1.1,0.6,0.6,0.25,0.25
333,54946,STL,SD,home,20,17,TRUE,3,37,2010,6,-11.4,-11.4,-2,-2,-143.8,-143.8,-121.6,-121.6,-22.2,-22.2,97.8,97.8,73.4,73.4,24.4,24.4,15.4,15.4,27,27,-4,-4,6,6,-0.2,-0.2,-0.4,-0.4
334,54942,NE,BAL,home,23,20,TRUE,3,43,2010,6,14.35,14.35,9.6,9.6,16.05,16.05,7.8,7.8,8.25,8.25,126.7,126.7,114.9,114.9,11.8,11.8,-8.45,-8.45,-46.8,-46.8,0.4,0.4,9.15,9.15,1.4,1.4,-0.8,-0.8
335,54945,PIT,CLE,home,28,10,TRUE,18,38,2010,6,5.9,5.9,-6.9,-6.9,-31.9,-31.9,-62.6,-62.6,30.7,30.7,-54.2,-54.2,3.55,3.55,-57.75,-57.75,-15.4,-15.4,-8.55,-8.55,-4,-4,0.8,0.8,1.6,1.6,-0.55,-0.55
336,54941,HOU,KC,home,35,31,TRUE,4,66,2010,6,4.35,4.35,12.95,12.95,64.65,64.65,71,71,-6.35,-6.35,89.2,89.2,90.1,90.1,-0.9,-0.9,8.25,8.25,5.4,5.4,6.1,6.1,7.15,7.15,-0.05,-0.05,0.4,0.4
337,54943,NYG,DET,home,28,20,TRUE,8,48,2010,6,-4,-4,-2.8,-2.8,46,46,-2.2,-2.2,48.2,48.2,-123.8,-123.8,-89.2,-89.2,-34.6,-34.6,-0.8,-0.8,-8.2,-8.2,1.6,1.6,-7,-7,-0.6,-0.6,0.8,0.8
338,54944,PHI,ATL,home,31,17,TRUE,14,48,2010,6,1.8,1.8,6.6,6.6,-8.6,-8.6,9.6,9.6,-18.2,-18.2,6.8,6.8,-30.6,-30.6,37.4,37.4,18,18,-8.6,-8.6,-4.6,-4.6,3.4,3.4,-0.4,-0.4,-0.4,-0.4
339,54939,CHI,SEA,home,20,23,FALSE,3,43,2010,6,-0.35,-0.35,-4.45,-4.45,3.55,3.55,-15.55,-15.55,19.1,19.1,-79.55,-79.55,-85.4,-85.4,5.85,5.85,1.6,1.6,13.05,13.05,0.05,0.05,-4.15,-4.15,0.8,0.8,0.15,0.15
340,54947,TB,NO,home,6,31,FALSE,25,37,2010,6,-1.3,-1.3,-0.4,-0.4,-33.05,-33.05,-60.95,-60.95,27.9,27.9,34.35,34.35,9.9,9.9,24.45,24.45,0.15,0.15,-1.45,-1.45,-3.7,-3.7,0.4,0.4,1.4,1.4,-0.05,-0.05
341,54948,DEN,NYJ,home,20,24,FALSE,4,44,2010,6,-6.2,-6.2,7,7,47.6,47.6,161,161,-113.4,-113.4,27.6,27.6,-20.8,-20.8,48.4,48.4,-4,-4,12.6,12.6,2.2,2.2,0.4,0.4,-1.2,-1.2,1,1
342,54949,SF,OAK,home,17,9,TRUE,8,26,2010,6,-7,-7,-0.8,-0.8,-27.8,-27.8,28.4,28.4,-56.2,-56.2,-6.8,-6.8,29.6,29.6,-36.4,-36.4,-27.4,-27.4,-27.4,-27.4,-3.4,-3.4,-1.8,-1.8,-0.6,-0.6,1.4,1.4
343,54950,MIN,DAL,home,24,21,TRUE,3,45,2010,6,-4.5,-4.5,-5,-5,-91.25,-91.25,-127.5,-127.5,36.25,36.25,-15.5,-15.5,-17.5,-17.5,2,2,-17,-17,8.25,8.25,-5.5,-5.5,-1.25,-1.25,0.5,0.5,1,1
344,54951,WAS,IND,home,24,27,FALSE,3,51,2010,6,-9.4,-9.4,-1.8,-1.8,-59.8,-59.8,-68.6,-68.6,8.8,8.8,64.4,64.4,94.4,94.4,-30,-30,-2.4,-2.4,32,32,-5.6,-5.6,4,4,0.2,0.2,-0.2,-0.2
345,54952,JAC,TEN,home,3,30,FALSE,27,33,2010,6,-5,-5,8.4,8.4,17.6,17.6,10.8,10.8,6.8,6.8,40.6,40.6,39.4,39.4,1.2,1.2,-30.8,-30.8,-31.2,-31.2,3.4,3.4,1,1,-0.6,-0.6,0,0
346,54953,ATL,CIN,home,39,32,TRUE,7,71,2010,7,5.2,1.66666667,1.2,-3.56666667,37.55,5.9333333,-5.15,-25.5,42.7,31.4333333,31,19.7333333,51.45,32.9,-20.45,-13.16666667,-13,-5.63333333,25.05,20.36666667,4.6,2.26666667,-0.45,-1.43333333,-0.4,-0.066666667,-0.6,-0.666666667
347,54818,MIA,PIT,home,22,23,FALSE,1,45,2010,7,-6.25,-5,12.75,10.4,85.25,56.6,101,71.4,-15.75,-14.8,50.25,14.4,-8.75,-31.2,59,45.6,-7.75,-8.2,-3.5,-0.6,6.25,6,1.5,-0.6,-2.25,-2,0.75,0.4
348,54954,BAL,BUF,home,37,34,TRUE,3,71,2010,7,1.15,1.26666667,-19.3,-16.36666667,74.95,85.3333333,71.45,80.2333333,3.5,5.1,-102.6,-101.9,-11,-25,-91.6,-76.9,21.25,18.26666667,36.4,49.43333333,5.3,6.46666667,-5.25,-6.43333333,-0.2,0.033333333,-0.3,0.3
349,54817,KC,JAC,home,42,20,TRUE,22,62,2010,7,4.55,3.26666667,-10.5,-9.43333333,61.55,28.8,22.95,-2.3,38.6,31.1,-49.2,-34.6333333,-19.85,-14.2666667,-29.35,-20.3666667,-11.85,-11.9,10.55,1.2,0.7,-1.26666667,-3.5,-3.4,0,-0.166666667,-1.8,-1.533333333
350,54819,NO,CLE,home,17,30,FALSE,13,47,2010,7,8.4,7,-1.8,-2.83333333,81.2,62.3333334,75,61.3333333,6.2,1,-50,-47.5,-38.6,-33.3333333,-11.4,-14.1666667,-6.6,-10,-11.6,-8.83333333,4.6,4.33333333,-0.6,-0.66666667,0.4,0.166666667,0.2,-0.333333333
351,54816,CHI,WAS,home,14,17,FALSE,3,31,2010,7,-1.4,-0.16666666,-5.8,-3.66666666,-104.6,-51.6666666,-101.8,-51.3333334,-2.8,-0.33333334,-95.8,-115.1666667,-67,-77.3333334,-28.8,-37.8333333,-16.6,-4.16666667,16,4.83333333,-6,-4,-4.6,-5.66666666,0.2,0.5,0.4,1
352,54955,CAR,SF,home,23,20,TRUE,3,43,2010,7,-8.9,-5.1,-1.85,-1.16666667,-92.85,-81.6666667,-95.5,-90.1,2.65,8.43333333,-24.4,4.4666667,-44.9,-18.7666667,20.5,23.2333333,-15.8,-12.33333333,-3.8,8.5,-5.25,-4.33333333,1.15,2.2,0.8,1.233333333,0.15,0.7
353,54820,TB,STL,home,18,17,TRUE,1,35,2010,7,-2.25,-1.16666667,5.05,3.36666667,-2,-8.6,21.95,4.5333333,-23.95,-13.1333333,50.7,34.7666667,-15.35,-16.7333333,66.05,51.5,-28.9,-20.83333333,-10.6,-13.16666667,-1.9,-2.93333333,0.6,-0.66666667,1.1,0.766666667,0.1,-0.233333333
354,54821,TEN,PHI,home,37,19,TRUE,18,56,2010,7,-1.8,1.5,-1.6,-3.66666667,-103.8,-82.5,-100.2,-88.6666666,-3.6,6.1666667,21.4,15.6666667,42.2,32.5,-20.8,-16.83333337,2.6,2.33333333,28,33.66666667,-3.8,-3,0.4,0.16666667,0.2,0.166666666,1,0.833333334
355,54822,SEA,ARI,home,22,10,TRUE,12,32,2010,7,-1,2,-8.5,-8.2,102,54.4,95.25,56,6.75,-1.6,-10.5,-20.8,68.5,49.6,-79,-70.4,-9.75,-15.2,-27.5,-18,3.5,1.4,-2.75,-3.4,-0.25,-0.6,-0.5,-1
356,54823,SD,NE,home,20,23,FALSE,3,43,2010,7,-0.4,-4.63333333,-2,-2.2,92.65,78.4666667,99.15,85.1666667,-6.5,-6.7,-106.95,-129.5,-73.75,-110.8,-33.2,-18.7,-8.55,-6.26666667,-8.7,-0.66666667,3.45,2.6,-6.1,-8.06666667,0.7,0.233333333,1.1,1.133333333
357,54824,DEN,OAK,home,14,59,FALSE,45,73,2010,7,0,0.66666667,0.6,-1.83333334,63.6,65.8333333,129.6,128.5,-66,-62.66666667,-1.4,-8.8333333,10.6,13,-12,-21.8333333,-8.2,-8,-15.2,-18.33333334,2.4,2,-1.6,-1.16666667,0.4,0.166666667,-0.4,-0.333333334
358,54825,GB,MIN,home,28,24,TRUE,4,52,2010,7,2.9,5.76666667,-0.1,1.06666667,40.4,43.3666667,77.1,65.7333333,-36.7,-22.3666667,38.65,33.8,41.65,23.5,-3,10.3,8,-0.83333333,-10.4,2.56666667,-0.65,1.33333333,4.35,3.23333333,-0.15,0.1,-0.95,-0.566666667
359,54826,DAL,NYG,home,35,41,FALSE,6,76,2010,7,3.15,-1.93333333,4.5,2.53333333,35.4,29.3333333,82.4,70.6666667,-47,-41.3333333,18.85,16.5666667,8.7,8.6,10.15,7.96666667,29.95,24.63333333,-34.85,-32.2,-0.15,0.46666667,2.45,2.53333333,-0.8,-1.533333333,-0.4,-0.866666667
360,54833,SF,DEN,home,24,16,TRUE,8,40,2010,8,-1,-3.57142857,-11,-5.28571429,-54,-46,-80,-69.8571428,26,23.85714286,-34.2,-40,12.8,10.1428571,-47,-50.1428572,3.2,1.57142858,-29.4,-24.14285714,-2.4,-2.57142857,-2.4,-2.28571429,0.8,0.142857143,0.2,0.714285715
361,54828,DAL,JAC,home,17,35,FALSE,18,52,2010,8,8.9,4.26190476,-2.8,-4.52380953,75.8,75.6666667,117.55,116.0952381,-41.75,-40.4285714,-30.5,-64.8095238,-42.15,-53.1428571,11.65,-11.6666667,29.15,29.14285714,-19.85,-21.02380953,0.4,1.78571429,-1,-3.07142857,1.85,0.5,-0.45,-0.595238096
362,54827,CIN,MIA,home,14,22,FALSE,8,36,2010,8,2.75,3.5,-5.5,1,3.75,29,-3,36.3333333,6.75,-7.3333333,7.75,22.6666667,-12.75,5.5,20.5,17.1666667,24.5,21.5,-9,-6.66666667,0.5,1.83333334,2.75,2.33333334,1.75,1.166666666,0.5,0.333333333
363,54830,KC,BUF,home,13,10,TRUE,3,23,2010,8,2.25,4.83333333,-16.25,-14.33333333,38,51.5,-35.5,-14.3333333,73.5,65.8333333,-80.25,-45.8333333,36.75,39,-117,-84.83333333,3.75,1.66666667,18.75,19.83333334,3,2.33333334,-4,-3.66666667,-0.25,0.333333333,-1.5,-1
364,54829,DET,WAS,home,37,25,TRUE,12,62,2010,8,7,5.76190476,2.3,4.33333333,21.9,4.952381,51.15,22.6666667,-29.25,-17.71428571,-61.2,-43.3333333,-76.5,-68.3095238,15.3,24.9761904,39.7,25.21428571,-15.1,-3.26190476,1.65,0.66666667,0.4,-0.45238096,-0.25,0.071428571,0.45,1.047619047
365,54832,STL,CAR,home,20,10,TRUE,10,30,2010,8,6.1,4.64285714,-0.15,-2.95238096,67,50.8809524,33.1,34.1190476,33.9,16.76190473,1.35,19,46.45,39.3571429,-45.1,-20.3571429,2.25,4.33333333,5.25,8.80952381,6.75,5.64285714,-1.2,0.78571429,-1.25,-0.595238096,-1.35,-1.452380953
366,54831,NYJ,GB,home,0,9,FALSE,9,9,2010,8,9.3,2.64285714,-2.55,-2.5952381,12.25,-15.8333333,-69.1,-75.7142857,81.35,59.88095241,-37.35,-19.5714286,-27.7,14.8571429,-9.65,-34.4285714,-2.2,16.92857143,6.4,5.07142857,2.5,-0.07142857,-3.75,-1.16666667,0.2,0.619047619,-1.45,-1.19047619
367,54834,SD,TEN,home,33,25,TRUE,8,58,2010,8,-5,-3.14285714,6,4.57142858,112.2,120.5714286,150.4,146.5714285,-38.2,-26,-146.2,-85.2857142,-136.6,-73.4285715,-9.6,-11.85714286,-9,-20.42857143,-42.2,-36.42857143,8.4,7.71428572,-7.8,-5.42857143,-2,-1,1.8,0.714285714
368,54835,NE,MIN,home,28,18,TRUE,10,46,2010,8,8.25,11,-1,3.33333334,-2.75,6.5,15.5,31.5,-18.25,-25,49.5,71.3333334,57,72.3333333,-7.5,-1,-10.25,-6,-3,2.66666666,2.5,2.66666666,3.25,5.33333333,0.75,0.5,-1.75,-1.5
369,54837,ARI,TB,home,35,38,FALSE,3,73,2010,8,3.25,0,-0.25,5.33333334,-128,-71.3333333,-116.5,-66.3333333,-11.5,-5,-15.5,14.8333334,29.75,31.1666666,-45.25,-16.3333334,-0.5,15.66666666,25.5,20.33333333,-6,-3.16666666,-1.25,2.83333333,-0.25,-0.333333333,1.5,1.833333334
370,54836,OAK,SEA,home,33,3,TRUE,30,36,2010,8,11.25,5.57142857,5.1,5.73809524,42.85,46.4285714,-20.4,-16.3571429,63.25,62.7857143,2.35,-7.6904762,-48.3,-69.047619,50.65,61.3571429,12.25,19.19047619,34.5,35.5952381,3.4,4.5952381,0.7,-0.07142857,-0.95,-0.595238096,-0.05,-0.238095238
371,54838,NO,PIT,home,20,10,TRUE,10,30,2010,8,-4.15,-1.83333333,5.9,6.04761904,70.85,71.1904762,83.05,97.452381,-12.2,-26.26190473,-46.2,-11.0714286,-82.05,-55.952381,35.85,44.88095237,17.65,15.16666667,-4.55,-2.97619047,6.6,7.02380953,-2,-0.76190476,-1.2,-1.380952381,1.3,0.666666667
372,54839,IND,HOU,home,30,17,TRUE,13,47,2010,8,3,1.66666667,-9.75,-7,46,29.3333333,87,75.1666667,-41,-45.83333337,-31.75,-66.5,-2.5,-99.5,-29.25,33,-14,-3.83333333,1.25,-8.5,3,1.5,-3.5,-4,0,0.5,0.25,0.166666666
373,54845,DET,NYJ,home,20,23,FALSE,3,43,2010,9,9,3.42857143,6,7.85714286,-7,-5,67.5,66.1428572,-74.5,-71.14285711,17.25,42.8571428,9.5,1.1428571,7.75,41.71428569,30.5,2.28571428,-4,12.85714286,0.5,0.71428571,3.5,2.57142857,0.75,0.428571429,0.5,1.285714286
374,54841,BAL,MIA,home,26,10,TRUE,16,36,2010,9,6,2.28571429,-2.5,-2.85714286,7,-3.4285714,-15.75,-6.5714286,22.75,3.1428572,55.5,3.2857143,49.75,-4.4285715,5.75,7.7142857,16.75,18.28571429,47,38.42857143,2,0.85714285,3.5,0.14285715,1,0.142857143,-1,0
375,54844,CLE,NE,home,34,14,TRUE,20,48,2010,9,-10.5,-12.42857143,3.25,-1.71428571,-24.5,-38.1428572,-9.5,-26.7142857,-15,-11.4285714,-6.75,-28.5714286,-20.25,-37.8571429,13.5,9.2857143,-7.25,1.71428572,12.75,12.57142857,-1.75,-3.71428571,-1.25,-3.57142857,-0.25,-0.142857143,1.25,0.857142857
376,54846,HOU,SD,home,23,29,FALSE,6,52,2010,9,-4.35,-1.96428571,7.15,6.39285714,-69.2,-59.875,-88.65,-84.25,19.45,24.375,139.6,145.3928571,75.3,123.8035714,64.3,21.5892857,-7.8,-6.33928571,-4.25,7.73214286,-5.5,-2.32142857,9.95,9.21428571,0.65,-0.517857143,-1,-1.089285714
377,54842,BUF,CHI,home,19,22,FALSE,3,41,2010,9,6,0.71428571,15.25,13.85714285,94.25,8,72,-17.8571429,22.25,25.85714283,105.75,79,7.75,-20.4285714,98,99.42857141,6.5,-1,-23,-33.57142857,6.5,1.85714286,8,5.28571429,-1,-1.571428572,-1.5,-1
378,54847,MIN,ARI,home,27,24,TRUE,3,51,2010,9,0.25,-0.57142857,-3.75,-7.71428572,98.75,72.5714286,46,30.8571429,52.75,41.71428574,-25.75,-58.1428571,1.25,-17.4285714,-27,-40.7142857,18.25,-1.14285714,-12.75,-26.71428571,4.25,3.14285714,-0.75,-4.14285714,-1,-0.714285714,-1.25,-1
379,54840,ATL,TB,home,27,21,TRUE,6,48,2010,9,1.5,4.71428571,-4.25,-4.28571429,13,49.1428572,4,16.5714285,9,32.5714285,-10,-3.7142858,53.75,49.8571429,-63.75,-53.57142854,-9,-3.85714286,4,10.42857143,1,5,-0.5,-0.71428572,-0.5,-0.428571428,0.25,0
380,54843,CAR,NO,home,3,34,FALSE,31,37,2010,9,-7.55,-8.73214286,1.75,2.92857143,-141.1,-113.6964286,-115.9,-114.5178571,-25.2,0.82142857,47.3,14.4642857,9.1,4.0892857,38.2,10.375,-12.8,-2.17857143,19.95,19.64285714,-9.9,-7.07142857,3.9,1.875,0.75,0.482142857,0.15,1.285714286
381,54848,SEA,NYG,home,7,41,FALSE,34,48,2010,9,-17.25,-7.42857143,3.75,-1.85714286,-135.75,-113.5714286,-59,-56.7142857,-76.75,-56.85714283,125.75,105,47.5,89.8571428,78.25,15.14285717,23.25,2.57142857,-11,-9.14285714,-8,-6.85714286,4.5,3.85714286,-1,-0.428571429,-1.75,-1.428571429
382,54849,PHI,IND,home,26,24,TRUE,2,50,2010,9,-3.75,-3,3.5,2.14285714,-19.25,-30.2857143,-33.25,-63.1428572,14,32.85714283,13.5,-21.4285714,44.75,3.1428571,-31.25,-24.5714285,31,29.71428572,-1,-0.85714286,-3.75,-3.85714286,-1.5,-0.71428571,1.5,0.714285715,0.5,0.142857143
383,54850,OAK,KC,home,23,20,TRUE,3,43,2010,9,8.25,3.21428571,-2.6,3.57142857,-4.7,11.1428571,26.85,33.1964286,-31.55,-22.0535714,-7.9,-22.7142857,-19.4,-53.6607143,11.5,30.94642857,19.65,36.41071429,24.2,28.82142857,-3.5,0.69642857,-4.4,-1.19642857,0.15,0.214285714,0.75,0.678571429
384,54851,GB,DAL,home,45,7,TRUE,38,52,2010,9,-5.4,0,-15.7,-9.71428571,-40.9,-45.4107143,-57.4,-61.5535714,16.5,16.14285714,41.15,13.9642857,63.85,12.0714286,-22.7,1.8928571,-36.7,-19.25,9.25,15.14285714,-3.6,-3.26785714,2.4,0.66071429,0.45,0.446428571,-0.95,-0.517857143
385,54852,CIN,PIT,home,21,27,FALSE,6,48,2010,9,3,-0.14285714,9.75,8.71428572,71.75,57.8571428,63,74.1428571,8.75,-16.2857143,53.25,39.8571429,-21,-21.8571428,74.25,61.7142857,6.5,10.85714285,-1.25,-3.71428571,5.25,6.28571429,2.75,1.71428572,0,-0.285714285,0.5,0.285714285
386,54853,ATL,BAL,home,26,21,TRUE,5,47,2010,10,-2.75,2.625,2.5,1.875,-27.5,22.125,-2.5,4.375,-25,17.75,-11.25,36.625,-14,45.5,2.75,-8.875,-1.75,-0.375,-16.75,-22.875,-2,2,0,1.25,-0.75,0.625,0.75,-0.125
