,game_id,team,home_score,away_score,win,margin,total_pts,year,week
1614,56583,DET,37,34,True,3,71,2015,6
1615,56586,NYJ,34,20,True,14,54,2015,6
1616,56587,PIT,25,13,True,12,38,2015,6
1617,56585,MIN,16,10,True,6,26,2015,6
1618,56581,BUF,21,34,False,13,55,2015,6
1619,56582,CLE,23,26,False,3,49,2015,6
1620,56588,TEN,10,38,False,28,48,2015,6
1621,56584,JAC,20,31,False,11,51,2015,6
1622,56589,SEA,23,27,False,4,50,2015,6
1623,56590,GB,27,20,True,7,47,2015,6
1624,56591,SF,25,20,True,5,45,2015,6
1625,56592,IND,27,34,False,7,61,2015,6
1626,56593,PHI,27,7,True,20,34,2015,6
1627,56594,SF,3,20,False,17,23,2015,7
1628,56595,JAC,34,31,True,3,65,2015,7
1629,56601,STL,24,6,True,18,30,2015,7
1630,56599,MIA,44,26,True,18,70,2015,7
1631,56600,NE,30,23,True,7,53,2015,7
1632,56598,KC,23,13,True,10,36,2015,7
1633,56603,WAS,31,30,True,1,61,2015,7
1634,56596,DET,19,28,False,9,47,2015,7
1635,56597,IND,21,27,False,6,48,2015,7
1636,56602,TEN,7,10,False,3,17,2015,7
1637,56604,SD,29,37,False,8,66,2015,7
1638,56605,NYG,27,20,True,7,47,2015,7
1639,56606,CAR,27,16,True,11,43,2015,7
1640,56607,ARI,26,18,True,8,44,2015,7
1641,56608,NE,36,7,True,29,43,2015,8
1642,56609,KC,45,10,True,35,55,2015,8
1643,56611,BAL,29,26,True,3,55,2015,8
1644,56616,PIT,10,16,False,6,26,2015,8
1645,56614,HOU,20,6,True,14,26,2015,8
1646,56612,CHI,20,23,False,3,43,2015,8
1647,56610,ATL,20,23,False,3,43,2015,8
1648,56615,NO,52,49,True,3,101,2015,8
1649,56617,STL,27,6,True,21,33,2015,8
1650,56613,CLE,20,34,False,14,54,2015,8
1651,56618,OAK,34,20,True,14,54,2015,8
1652,56619,DAL,12,13,False,1,25,2015,8
1653,56620,DEN,29,10,True,19,39,2015,8
1654,56621,CAR,29,26,True,3,55,2015,8
1655,56622,CIN,31,10,True,21,41,2015,9
1656,56625,MIN,21,18,True,3,39,2015,9
1657,56624,CAR,37,29,True,8,66,2015,9
1658,56626,NE,27,10,True,17,37,2015,9
1659,56627,NO,28,34,False,6,62,2015,9
1660,56623,BUF,33,17,True,16,50,2015,9
1661,56628,NYJ,28,23,True,5,51,2015,9
1662,56629,PIT,38,35,True,3,73,2015,9
1663,56631,TB,18,32,False,14,50,2015,9
1664,56630,SF,17,16,True,1,33,2015,9
1665,56632,IND,27,24,True,3,51,2015,9
1666,56633,DAL,27,33,False,6,60,2015,9
1667,56634,SD,19,22,False,3,41,2015,9
1668,56635,NYJ,17,22,False,5,39,2015,10
1669,56643,WAS,47,14,True,33,61,2015,10
1670,56637,GB,16,18,False,2,34,2015,10
1671,56641,TB,10,6,True,4,16,2015,10
1672,56642,TEN,10,27,False,17,37,2015,10
1673,56640,STL,13,37,False,24,50,2015,10
1674,56638,PHI,19,20,False,1,39,2015,10
1675,56636,BAL,20,22,False,2,42,2015,10
1676,56639,PIT,30,9,True,21,39,2015,10
1677,56644,OAK,14,30,False,16,44,2015,10
1678,56646,NYG,26,27,False,1,53,2015,10
1679,56645,DEN,13,29,False,16,42,2015,10
1680,56647,SEA,32,39,False,7,71,2015,10
1681,56648,CIN,6,10,False,4,16,2015,10
1682,56649,JAC,19,13,True,6,32,2015,11
1683,56653,CHI,15,17,False,2,32,2015,11
1684,56654,DET,18,13,True,5,31,2015,11
1685,56650,ATL,21,24,False,3,45,2015,11
1686,56655,HOU,24,17,True,7,41,2015,11
1687,56658,PHI,17,45,False,28,62,2015,11
1688,56657,MIN,13,30,False,17,43,2015,11
1689,56652,CAR,44,16,True,28,60,2015,11
1690,56656,MIA,14,24,False,10,38,2015,11
1691,56651,BAL,16,13,True,3,29,2015,11
1692,56659,ARI,34,31,True,3,65,2015,11
1693,56660,SEA,29,13,True,16,42,2015,11
1694,56661,SD,3,33,False,30,36,2015,11
1695,56662,NE,20,13,True,7,33,2015,11
1696,56663,DET,45,14,True,31,59,2015,12
1697,56664,DAL,14,33,False,19,47,2015,12
1698,56665,GB,13,17,False,4,30,2015,12
1699,56674,WAS,20,14,True,6,34,2015,12
1700,56666,ATL,10,20,False,10,30,2015,12
1701,56667,CIN,31,7,True,24,38,2015,12
1702,56668,HOU,24,6,True,18,30,2015,12
1703,56669,IND,25,12,True,13,37,2015,12
1704,56672,NYJ,38,20,True,18,58,2015,12
1705,56670,JAC,25,31,False,6,56,2015,12
1706,56673,TEN,21,24,False,3,45,2015,12
1707,56671,KC,30,22,True,8,52,2015,12
1708,56675,SF,13,19,False,6,32,2015,12
1709,56676,SEA,39,30,True,9,69,2015,12
1710,56677,DEN,30,24,True,6,54,2015,12
1711,56678,CLE,27,33,False,6,60,2015,12
1712,56679,DET,23,27,False,4,50,2015,13
1713,56686,NYG,20,23,False,3,43,2015,13
1714,56680,BUF,30,21,True,9,51,2015,13
1715,56683,MIA,15,13,True,2,28,2015,13
1716,56682,CLE,3,37,False,34,40,2015,13
1717,56689,TEN,42,39,True,3,81,2015,13
1718,56681,CHI,20,26,False,6,46,2015,13
1719,56684,MIN,7,38,False,31,45,2015,13
1720,56685,NO,38,41,False,3,79,2015,13
1721,56688,TB,23,19,True,4,42,2015,13
1722,56687,STL,3,27,False,24,30,2015,13
1723,56690,OAK,20,34,False,14,54,2015,13
1724,56691,SD,3,17,False,14,20,2015,13
1725,56692,NE,28,35,False,7,63,2015,13
1726,56693,PIT,45,10,True,35,55,2015,13
1727,56694,WAS,16,19,False,3,35,2015,13
1728,56695,ARI,23,20,True,3,43,2015,14
1729,56704,PHI,23,20,True,3,43,2015,14
1730,56703,NYJ,30,8,True,22,38,2015,14
1731,56698,CIN,20,33,False,13,53,2015,14
1732,56700,HOU,6,27,False,21,33,2015,14
1733,56701,JAC,51,16,True,35,67,2015,14
1734,56702,KC,10,3,True,7,13,2015,14
1735,56697,CHI,21,24,False,3,45,2015,14
1736,56696,CAR,38,0,True,38,38,2015,14
1737,56706,TB,17,24,False,7,41,2015,14
1738,56705,STL,21,14,True,7,35,2015,14
1739,56699,CLE,24,10,True,14,34,2015,14
1740,56707,DEN,12,15,False,3,27,2015,14
1741,56708,GB,28,7,True,21,35,2015,14
1742,56709,BAL,6,35,False,29,41,2015,14
1743,56710,MIA,24,31,False,7,55,2015,14
1744,56711,STL,31,23,True,8,54,2015,15
1745,56712,DAL,16,19,False,3,35,2015,15
1746,56718,NYG,35,38,False,3,73,2015,15
1747,56719,PHI,17,40,False,23,57,2015,15
1748,56716,MIN,38,17,True,21,55,2015,15
1749,56715,JAC,17,23,False,6,40,2015,15
1750,56714,IND,10,16,False,6,26,2015,15
1751,56717,NE,33,16,True,17,49,2015,15
1752,56713,BAL,14,34,False,20,48,2015,15
1753,56720,WAS,35,25,True,10,60,2015,15
1754,56722,SEA,30,13,True,17,43,2015,15
1755,56721,OAK,20,30,False,10,50,2015,15
1756,56723,PIT,34,27,True,7,61,2015,15
1757,56724,SD,30,14,True,16,44,2015,15
1758,56725,SF,14,24,False,10,38,2015,15
1759,56726,NO,27,35,False,8,62,2015,15
1760,56727,OAK,23,20,True,3,43,2015,16
1761,56728,PHI,24,38,False,14,62,2015,16
1762,56735,NO,38,27,True,11,65,2015,16
1763,56733,MIA,12,18,False,6,30,2015,16
1764,56736,NYJ,26,20,True,6,46,2015,16
1765,56738,TEN,6,34,False,28,40,2015,16
1766,56732,KC,17,13,True,4,30,2015,16
1767,56731,DET,32,17,True,15,49,2015,16
1768,56734,MIN,49,17,True,32,66,2015,16
1769,56729,ATL,20,13,True,7,33,2015,16
1770,56737,TB,21,26,False,5,47,2015,16
1771,56730,BUF,16,6,True,10,22,2015,16
1772,56739,ARI,38,8,True,30,46,2015,16
1773,56740,SEA,17,23,False,6,40,2015,16
1774,56741,BAL,20,17,True,3,37,2015,16
1775,56742,DEN,20,17,True,3,37,2015,16
1776,56744,BUF,22,17,True,5,39,2015,17
1777,56754,MIA,20,10,True,10,30,2015,17
1778,56747,CIN,24,16,True,8,40,2015,17
1779,56748,CLE,12,28,False,16,40,2015,17
1780,56751,HOU,30,6,True,24,36,2015,17
1781,56752,IND,30,24,True,6,54,2015,17
1782,56753,KC,23,17,True,6,40,2015,17
1783,56749,DAL,23,34,False,11,57,2015,17
1784,56755,NYG,30,35,False,5,65,2015,17
1785,56746,CHI,20,24,False,4,44,2015,17
1786,56750,GB,13,20,False,7,33,2015,17
1787,56743,ATL,17,20,False,3,37,2015,17
1788,56745,CAR,38,10,True,28,48,2015,17
1789,56757,DEN,27,20,True,7,47,2015,17
1790,56756,ARI,6,36,False,30,42,2015,17
1791,56758,SF,19,16,True,3,35,2015,17
1792,56901,DEN,21,20,True,1,41,2016,1
1793,56902,ATL,24,31,False,7,55,2016,1
1794,56903,BAL,13,7,True,6,20,2016,1
1795,56904,HOU,23,14,True,9,37,2016,1
1796,56905,JAC,23,27,False,4,50,2016,1
1797,56906,KC,33,27,True,6,60,2016,1
1798,56907,NO,34,35,False,1,69,2016,1
1799,56908,NYJ,22,23,False,1,45,2016,1
1800,56909,PHI,29,10,True,19,39,2016,1
1801,56910,TEN,16,25,False,9,41,2016,1
1802,56911,SEA,12,10,True,2,22,2016,1
1803,56912,DAL,19,20,False,1,39,2016,1
1804,56913,IND,35,39,False,4,74,2016,1
1805,56914,ARI,21,23,False,2,44,2016,1
1806,56915,WAS,16,38,False,22,54,2016,1
1807,56916,SF,28,0,True,28,28,2016,1
1808,56917,BUF,31,37,False,6,68,2016,2
1809,56918,CAR,46,27,True,19,73,2016,2
1810,56919,CLE,20,25,False,5,45,2016,2
1811,56920,DET,15,16,False,1,31,2016,2
1812,56921,HOU,19,12,True,7,31,2016,2
1813,56922,NE,31,24,True,7,55,2016,2
1814,56923,NYG,16,13,True,3,29,2016,2
1815,56924,PIT,24,16,True,8,40,2016,2
1816,56925,WAS,23,27,False,4,50,2016,2
1817,56926,ARI,40,7,True,33,47,2016,2
1818,56927,LA,9,3,True,6,12,2016,2
1819,56928,DEN,34,20,True,14,54,2016,2
1820,56929,OAK,28,35,False,7,63,2016,2
1821,56930,SD,38,14,True,24,52,2016,2
1822,56931,MIN,17,14,True,3,31,2016,2
1823,56932,CHI,14,29,False,15,43,2016,2
1824,56933,NE,27,0,True,27,27,2016,3
1825,56934,BUF,33,18,True,15,51,2016,3
1826,56935,CAR,10,22,False,12,32,2016,3
1827,56936,CIN,17,29,False,12,46,2016,3
1828,56937,GB,34,27,True,7,61,2016,3
1829,56938,JAX,17,19,False,2,36,2016,3
1830,56939,MIA,30,24,True,6,54,2016,3
1831,56940,NYG,27,29,False,2,56,2016,3
1832,56941,TEN,10,17,False,7,27,2016,3
1833,56942,SEA,37,18,True,19,55,2016,3
1834,56943,TB,32,37,False,5,69,2016,3
1835,56946,PHI,34,3,True,31,37,2016,3
1836,56944,IND,26,22,True,4,48,2016,3
1837,56945,KC,24,3,True,21,27,2016,3
1838,56947,DAL,31,17,True,14,48,2016,3
1839,56948,NO,32,45,False,13,77,2016,3
1840,56949,CIN,22,7,True,15,29,2016,4
1841,56950,JAX,30,27,True,3,57,2016,4
1842,56951,ATL,48,33,True,15,81,2016,4
1843,56952,BAL,27,28,False,1,55,2016,4
1844,56953,CHI,17,14,True,3,31,2016,4
1845,56954,HOU,27,20,True,7,47,2016,4
1846,56955,NE,0,16,False,16,16,2016,4
1847,56956,NYJ,17,27,False,10,44,2016,4
1848,56957,WAS,31,20,True,11,51,2016,4
1849,56958,TB,7,27,False,20,34,2016,4
1850,56959,ARI,13,17,False,4,30,2016,4
1851,56960,SD,34,35,False,1,69,2016,4
1852,56961,SF,17,24,False,7,41,2016,4
1853,56962,PIT,43,14,True,29,57,2016,4
1854,56963,MIN,24,10,True,14,34,2016,4
1855,56964,SF,21,33,False,12,54,2016,5
1856,56965,BAL,10,16,False,6,26,2016,5
1857,56966,CLE,13,33,False,20,46,2016,5
1858,56967,DET,24,23,True,1,47,2016,5
1859,56968,IND,29,23,True,6,52,2016,5
1860,56969,MIA,17,30,False,13,47,2016,5
1861,56970,MIN,31,13,True,18,44,2016,5
1862,56971,PIT,31,13,True,18,44,2016,5
1863,56972,DEN,16,23,False,7,39,2016,5
1864,56973,DAL,28,14,True,14,42,2016,5
1865,56974,LA,19,30,False,11,49,2016,5
1866,56975,OAK,34,31,True,3,65,2016,5
1867,56976,GB,23,16,True,7,39,2016,5
1868,56977,CAR,14,17,False,3,31,2016,5
1869,56978,SD,21,13,True,8,34,2016,6
1870,56979,BUF,45,16,True,29,61,2016,6
1871,56980,CHI,16,17,False,1,33,2016,6
1872,56981,DET,31,28,True,3,59,2016,6
1873,56982,MIA,30,15,True,15,45,2016,6
1874,56983,NE,35,17,True,18,52,2016,6
1875,56984,NO,41,38,True,3,79,2016,6
1876,56985,NYG,27,23,True,4,50,2016,6
1877,56986,TEN,28,26,True,2,54,2016,6
1878,56987,WAS,27,20,True,7,47,2016,6
1879,56988,OAK,10,26,False,16,36,2016,6
1880,56989,GB,16,30,False,14,46,2016,6
1881,56990,SEA,26,24,True,2,50,2016,6
1882,56991,HOU,26,23,True,3,49,2016,6
1883,56992,ARI,28,3,True,25,31,2016,6
1884,56993,GB,26,10,True,16,36,2016,7
1885,56994,LA,10,17,False,7,27,2016,7
1886,56995,CIN,31,17,True,14,48,2016,7
1887,56996,DET,20,17,True,3,37,2016,7
1888,56997,JAX,16,33,False,17,49,2016,7
1889,56998,KC,27,21,True,6,48,2016,7
1890,56999,MIA,28,25,True,3,53,2016,7
1891,57000,NYJ,24,16,True,8,40,2016,7
1892,57001,PHI,21,10,True,11,31,2016,7
1893,57002,TEN,26,34,False,8,60,2016,7
1894,57003,ATL,30,33,False,3,63,2016,7
1895,57004,SF,17,34,False,17,51,2016,7
1896,57005,PIT,16,27,False,11,43,2016,7
1897,57006,ARI,6,6,False,0,12,2016,7
1898,57007,DEN,27,9,True,18,36,2016,7
1899,57008,TEN,36,22,True,14,58,2016,8
1900,57009,CIN,27,27,False,0,54,2016,8
1901,57010,ATL,33,32,True,1,65,2016,8
1902,57011,BUF,25,41,False,16,66,2016,8
1903,57012,CLE,28,31,False,3,59,2016,8
1904,57013,HOU,20,13,True,7,33,2016,8
1905,57014,IND,14,30,False,16,44,2016,8
1906,57015,NO,25,20,True,5,45,2016,8
1907,57016,TB,24,30,False,6,54,2016,8
1908,57017,DEN,27,19,True,8,46,2016,8
1909,57018,CAR,30,20,True,10,50,2016,8
1910,57019,DAL,29,23,True,6,52,2016,8
1911,57020,CHI,20,10,True,10,30,2016,8
1912,57021,TB,28,43,False,15,71,2016,9
1913,57032,OAK,30,20,True,10,50,2016,9
1914,57022,BAL,21,14,True,7,35,2016,9
1915,57023,CLE,10,35,False,25,45,2016,9
1916,57024,KC,19,14,True,5,33,2016,9
1917,57025,MIA,27,23,True,4,50,2016,9
1918,57026,MIN,16,22,False,6,38,2016,9
1919,57027,NYG,28,23,True,5,51,2016,9
1920,57028,LA,10,13,False,3,23,2016,9
1921,57029,SF,23,41,False,18,64,2016,9
1922,57030,GB,26,31,False,5,57,2016,9
1923,57031,SD,43,35,True,8,78,2016,9
1924,57033,SEA,31,25,True,6,56,2016,9
1925,57034,BAL,28,7,True,21,35,2016,10
1926,57035,CAR,17,20,False,3,37,2016,10
1927,57036,JAX,21,24,False,3,45,2016,10
1928,57037,NO,23,25,False,2,48,2016,10
1929,57038,NYJ,6,9,False,3,15,2016,10
1930,57039,PHI,24,15,True,9,39,2016,10
1931,57040,TB,36,10,True,26,46,2016,10
1932,57041,TEN,47,25,True,22,72,2016,10
1933,57042,WAS,26,20,True,6,46,2016,10
1934,57043,SD,24,31,False,7,55,2016,10
1935,57044,ARI,23,20,True,3,43,2016,10
1936,57045,PIT,30,35,False,5,65,2016,10
1937,57046,NE,24,31,False,7,55,2016,10
1938,57047,NYG,21,20,True,1,41,2016,10
1939,57048,CAR,23,20,True,3,43,2016,11
1940,57049,CIN,12,16,False,4,28,2016,11
1941,57050,CLE,9,24,False,15,33,2016,11
1942,57051,DAL,27,17,True,10,44,2016,11
1943,57052,DET,26,19,True,7,45,2016,11
1944,57053,IND,24,17,True,7,41,2016,11
1945,57054,KC,17,19,False,2,36,2016,11
1946,57055,MIN,30,24,True,6,54,2016,11
1947,57056,NYG,22,16,True,6,38,2016,11
1948,57057,LA,10,14,False,4,24,2016,11
1949,57058,SF,17,30,False,13,47,2016,11
1950,57059,SEA,26,15,True,11,41,2016,11
1951,57060,WAS,42,24,True,18,66,2016,11
1952,57061,OAK,27,20,True,7,47,2016,11
1953,57062,DET,16,13,True,3,29,2016,12
1954,57063,DAL,31,26,True,5,57,2016,12
1955,57064,IND,7,28,False,21,35,2016,12
1956,57065,ATL,38,19,True,19,57,2016,12
1957,57066,BAL,19,12,True,7,31,2016,12
1958,57067,BUF,28,21,True,7,49,2016,12
1959,57068,CHI,21,27,False,6,48,2016,12
1960,57069,CLE,13,27,False,14,40,2016,12
1961,57070,HOU,13,21,False,8,34,2016,12
1962,57071,MIA,31,24,True,7,55,2016,12
1963,57072,NO,49,21,True,28,70,2016,12
1964,57073,TB,14,5,True,9,19,2016,12
1965,57074,DEN,27,30,False,3,57,2016,12
1966,57075,OAK,35,32,True,3,67,2016,12
1967,57076,NYJ,17,22,False,5,39,2016,12
1968,57077,PHI,13,27,False,14,40,2016,12
1969,57078,MIN,15,17,False,2,32,2016,13
1970,57079,ATL,28,29,False,1,57,2016,13
1971,57080,BAL,38,6,True,32,44,2016,13
1972,57081,CHI,26,6,True,20,32,2016,13
1973,57082,CIN,32,14,True,18,46,2016,13
1974,57083,GB,21,13,True,8,34,2016,13
1975,57084,JAX,10,20,False,10,30,2016,13
1976,57085,NE,26,10,True,16,36,2016,13
1977,57086,NO,13,28,False,15,41,2016,13
1978,57087,OAK,38,24,True,14,62,2016,13
1979,57088,ARI,31,23,True,8,54,2016,13
1980,57089,PIT,24,14,True,10,38,2016,13
1981,57090,SD,21,28,False,7,49,2016,13
1982,57091,SEA,40,7,True,33,47,2016,13
1983,57092,NYJ,10,41,False,31,51,2016,13
1984,57093,KC,21,13,True,8,34,2016,14
1985,57094,BUF,20,27,False,7,47,2016,14
1986,57095,CAR,28,16,True,12,44,2016,14
1987,57096,CLE,10,23,False,13,33,2016,14
1988,57097,DET,20,17,True,3,37,2016,14
1989,57098,IND,17,22,False,5,39,2016,14
1990,57099,JAX,16,25,False,9,41,2016,14
1991,57100,MIA,26,23,True,3,49,2016,14
1992,57101,PHI,22,27,False,5,49,2016,14
1993,57102,TB,16,11,True,5,27,2016,14
1994,57103,TEN,13,10,True,3,23,2016,14
1995,57104,SF,17,23,False,6,40,2016,14
1996,57105,GB,38,10,True,28,48,2016,14
1997,57106,LA,14,42,False,28,56,2016,14
1998,57107,NYG,10,7,True,3,17,2016,14
1999,57108,NE,30,23,True,7,53,2016,14
2000,57109,SEA,24,3,True,21,27,2016,15
2001,57110,NYJ,13,34,False,21,47,2016,15
2002,57111,BAL,27,26,True,1,53,2016,15
2003,57112,BUF,33,13,True,20,46,2016,15
2004,57113,CHI,27,30,False,3,57,2016,15
2005,57114,DAL,26,20,True,6,46,2016,15
2006,57115,HOU,21,20,True,1,41,2016,15
2007,57116,KC,17,19,False,2,36,2016,15
2008,57117,MIN,6,34,False,28,40,2016,15
2009,57118,NYG,17,6,True,11,23,2016,15
2010,57119,ARI,41,48,False,7,89,2016,15
2011,57120,ATL,41,13,True,28,54,2016,15
2012,57121,DEN,3,16,False,13,19,2016,15
2013,57122,SD,16,19,False,3,35,2016,15
2014,57123,CIN,20,24,False,4,44,2016,15
2015,57124,WAS,15,26,False,11,41,2016,15
2016,57125,PHI,24,19,True,5,43,2016,16
2017,57126,BUF,31,34,False,3,65,2016,16
2018,57127,CAR,16,33,False,17,49,2016,16
2019,57128,CHI,21,41,False,20,62,2016,16
2020,57129,CLE,20,17,True,3,37,2016,16
2021,57130,GB,38,25,True,13,63,2016,16
2022,57131,JAX,38,17,True,21,55,2016,16
2023,57132,NE,41,3,True,38,44,2016,16
2024,57133,NO,31,24,True,7,55,2016,16
2025,57134,OAK,33,25,True,8,58,2016,16
2026,57135,LA,21,22,False,1,43,2016,16
2027,57136,SEA,31,34,False,3,65,2016,16
2028,57137,HOU,12,10,True,2,22,2016,16
2029,57138,PIT,31,27,True,4,58,2016,16
2030,57139,KC,33,10,True,23,43,2016,16
2031,57140,DAL,42,21,True,21,63,2016,16
2032,57141,ATL,38,32,True,6,70,2016,17
2033,57142,CIN,27,10,True,17,37,2016,17
2034,57143,DET,24,31,False,7,55,2016,17
2035,57144,IND,24,20,True,4,44,2016,17
2036,57145,MIA,14,35,False,21,49,2016,17
2037,57146,MIN,38,10,True,28,48,2016,17
2038,57147,NYJ,30,10,True,20,40,2016,17
2039,57148,PHI,27,13,True,14,40,2016,17
2040,57149,PIT,27,24,True,3,51,2016,17
2041,57150,TB,17,16,True,1,33,2016,17
2042,57151,TEN,24,17,True,7,41,2016,17
2043,57152,WAS,10,19,False,9,29,2016,17
2044,57153,DEN,24,6,True,18,30,2016,17
2045,57154,LA,6,44,False,38,50,2016,17
2046,57155,SD,27,37,False,10,64,2016,17
2047,57156,SF,23,25,False,2,48,2016,17
2048,57234,NE,27,42,False,15,69,2017,1
2049,57235,BUF,21,12,True,9,33,2017,1
2050,57236,CHI,17,23,False,6,40,2017,1
2051,57237,CIN,0,20,False,20,20,2017,1
2052,57238,CLE,18,21,False,3,39,2017,1
2053,57239,DET,35,23,True,12,58,2017,1
2054,57240,HOU,7,29,False,22,36,2017,1
2055,57242,TEN,16,26,False,10,42,2017,1
2056,57243,WAS,17,30,False,13,47,2017,1
2057,57244,LA,46,9,True,37,55,2017,1
2058,57245,GB,17,9,True,8,26,2017,1
2059,57246,SF,3,23,False,20,26,2017,1
2060,57247,DAL,19,3,True,16,22,2017,1
2061,57248,MIN,29,19,True,10,48,2017,1
2062,57249,DEN,24,21,True,3,45,2017,1
2063,57250,CIN,9,13,False,4,22,2017,2
2064,57251,BAL,24,10,True,14,34,2017,2
2065,57252,CAR,9,3,True,6,12,2017,2
2066,57253,IND,13,16,False,3,29,2017,2
2067,57254,JAX,16,37,False,21,53,2017,2
2068,57255,KC,27,20,True,7,47,2017,2
2069,57256,NO,20,36,False,16,56,2017,2
2070,57257,PIT,26,9,True,17,35,2017,2
2071,57258,TB,29,7,True,22,36,2017,2
2072,57259,LAC,17,19,False,2,36,2017,2
2073,57260,OAK,45,20,True,25,65,2017,2
2074,57261,DEN,42,17,True,25,59,2017,2
2075,57262,LA,20,27,False,7,47,2017,2
2076,57263,SEA,12,9,True,3,21,2017,2
2077,57264,ATL,34,23,True,11,57,2017,2
2078,57265,NYG,10,24,False,14,34,2017,2
2079,57266,SF,39,41,False,2,80,2017,3
2080,57267,JAX,44,7,True,37,51,2017,3
2081,57268,BUF,26,16,True,10,42,2017,3
2082,57269,CAR,13,34,False,21,47,2017,3
2083,57270,CHI,23,17,True,6,40,2017,3
2084,57271,DET,26,30,False,4,56,2017,3
2085,57272,IND,31,28,True,3,59,2017,3
2086,57273,MIN,34,17,True,17,51,2017,3
2087,57274,NE,36,33,True,3,69,2017,3
2088,57275,NYJ,20,6,True,14,26,2017,3
2089,57276,PHI,27,24,True,3,51,2017,3
2090,57277,TEN,33,27,True,6,60,2017,3
2091,57278,GB,27,24,True,3,51,2017,3
2092,57279,LAC,10,24,False,14,34,2017,3
2093,57280,WAS,27,10,True,17,37,2017,3
2094,57281,ARI,17,28,False,11,45,2017,3
2095,57282,GB,35,14,True,21,49,2017,4
2096,57283,MIA,0,20,False,20,20,2017,4
2097,57284,ATL,17,23,False,6,40,2017,4
2098,57285,BAL,9,26,False,17,35,2017,4
2099,57286,CLE,7,31,False,24,38,2017,4
2100,57287,DAL,30,35,False,5,65,2017,4
2101,57288,HOU,57,14,True,43,71,2017,4
2102,57289,MIN,7,14,False,7,21,2017,4
2103,57290,NE,30,33,False,3,63,2017,4
2104,57291,NYJ,23,20,True,3,43,2017,4
2105,57292,ARI,18,15,True,3,33,2017,4
2106,57293,LAC,24,26,False,2,50,2017,4
2107,57294,TB,25,23,True,2,48,2017,4
2108,57295,DEN,16,10,True,6,26,2017,4
2109,57296,SEA,46,18,True,28,64,2017,4
2110,57297,KC,29,20,True,9,49,2017,4
2111,57298,TB,14,19,False,5,33,2017,5
2112,57299,CIN,20,16,True,4,36,2017,5
2113,57300,CLE,14,17,False,3,31,2017,5
2114,57301,DET,24,27,False,3,51,2017,5
2115,57302,IND,26,23,True,3,49,2017,5
2116,57303,MIA,16,10,True,6,26,2017,5
2117,57304,NYG,22,27,False,5,49,2017,5
2118,57305,PHI,34,7,True,27,41,2017,5
2119,57306,PIT,9,30,False,21,39,2017,5
2120,57307,LA,10,16,False,6,26,2017,5
2121,57308,OAK,17,30,False,13,47,2017,5
2122,57309,DAL,31,35,False,4,66,2017,5
2123,57310,HOU,34,42,False,8,76,2017,5
2124,57311,CHI,17,20,False,3,37,2017,5
2125,57312,CAR,23,28,False,5,51,2017,6
2126,57313,ATL,17,20,False,3,37,2017,6
2127,57314,BAL,24,27,False,3,51,2017,6
2128,57315,HOU,33,17,True,16,50,2017,6
2129,57316,MIN,23,10,True,13,33,2017,6
2130,57317,NO,52,38,True,14,90,2017,6
2131,57318,NYJ,17,24,False,7,41,2017,6
2132,57319,WAS,26,24,True,2,50,2017,6
2133,57320,ARI,38,33,True,5,71,2017,6
2134,57321,JAX,17,27,False,10,44,2017,6
2135,57322,KC,13,19,False,6,32,2017,6
2136,57323,OAK,16,17,False,1,33,2017,6
2137,57324,DEN,10,23,False,13,33,2017,6
2138,57325,TEN,36,22,True,14,58,2017,6
2139,57326,OAK,31,30,True,1,61,2017,7
2140,57327,BUF,30,27,True,3,57,2017,7
2141,57328,CHI,17,3,True,14,20,2017,7
2142,57329,CLE,9,12,False,3,21,2017,7
2143,57330,GB,17,26,False,9,43,2017,7
2144,57331,IND,0,27,False,27,27,2017,7
2145,57332,LA,33,0,True,33,33,2017,7
2146,57333,MIA,31,28,True,3,59,2017,7
2147,57334,MIN,24,16,True,8,40,2017,7
2148,57335,PIT,29,14,True,15,43,2017,7
2149,57336,SF,10,40,False,30,50,2017,7
2150,57337,LAC,21,0,True,21,21,2017,7
2151,57338,NYG,7,24,False,17,31,2017,7
2152,57339,NE,23,7,True,16,30,2017,7
2153,57340,PHI,34,24,True,10,58,2017,7
2154,57341,BAL,40,0,True,40,40,2017,8
2155,57342,CLE,16,33,False,17,49,2017,8
2156,57343,BUF,34,14,True,20,48,2017,8
2157,57344,CIN,24,23,True,1,47,2017,8
2158,57345,NE,21,13,True,8,34,2017,8
2159,57346,NO,20,12,True,8,32,2017,8
2160,57347,NYJ,20,25,False,5,45,2017,8
2161,57348,PHI,33,10,True,23,43,2017,8
2162,57349,TB,3,17,False,14,20,2017,8
2163,57350,SEA,41,38,True,3,79,2017,8
2164,57351,WAS,19,33,False,14,52,2017,8
2165,57352,DET,15,20,False,5,35,2017,8
2166,57353,KC,29,19,True,10,48,2017,8
2167,57354,NYJ,34,21,True,13,55,2017,9
2168,57355,CAR,20,17,True,3,37,2017,9
2169,57356,HOU,14,20,False,6,34,2017,9
2170,57357,JAX,23,7,True,16,30,2017,9
2171,57358,NO,30,10,True,20,40,2017,9
2172,57359,NYG,17,51,False,34,68,2017,9
2173,57360,PHI,51,23,True,28,74,2017,9
2174,57361,TEN,23,20,True,3,43,2017,9
2175,57362,SF,10,20,False,10,30,2017,9
2176,57363,SEA,14,17,False,3,31,2017,9
2177,57364,DAL,28,17,True,11,45,2017,9
2178,57365,MIA,24,27,False,3,51,2017,9
